Cust_ID,fitness_gym,hiking_running,teamgames,outdooractivities,totalproducts,total_spent,Avg_Spent,Days_Since_Last_Purchase,cluster_label
1079,68,50,140,31,5,289,58,94,0
1082,30,73,226,36,6,365,61,87,1
1083,45,72,210,35,8,362,46,88,1
1084,30,73,226,36,6,365,61,87,1
1085,8,74,190,33,5,305,61,96,1
1086,40,55,238,35,7,368,53,59,1
1087,42,57,160,34,7,293,42,74,1
1088,54,95,237,32,8,418,53,78,1
1089,54,95,237,32,8,418,53,78,1
1090,54,83,172,31,6,340,57,98,0
1091,42,86,194,35,6,357,60,64,1
1093,36,79,210,35,9,360,40,67,1
1094,9,117,219,35,5,380,76,65,1
1097,38,96,221,33,5,388,78,61,1
1102,9,78,160,36,5,283,57,74,1
1103,27,71,157,35,6,290,49,70,1
1106,42,69,154,34,5,299,60,65,1
1107,41,68,188,34,8,331,42,66,1
1108,10,90,265,35,5,400,80,60,1
1109,43,171,257,33,8,504,63,83,1
1110,0,70,204,34,6,308,52,62,1
1112,41,56,159,34,7,290,42,62,1
1113,39,74,229,33,6,375,63,59,1
1114,50,46,72,36,7,204,30,85,2
1115,7,91,200,35,6,333,56,71,1
1116,7,91,200,35,6,333,56,71,1
1117,7,91,200,35,6,333,56,71,1
1119,0,66,126,37,6,229,39,63,1
1120,34,76,121,33,7,264,38,64,1
1121,0,62,149,36,6,247,42,77,1
1122,0,55,118,36,5,209,42,83,2
1123,37,81,223,33,6,374,63,73,1
1125,35,55,158,33,6,281,47,69,2
1126,26,63,102,35,5,226,46,59,2
1127,0,72,155,37,6,264,44,82,1
1129,35,92,252,34,7,413,59,80,1
1130,0,58,246,33,6,337,57,61,1
1131,21,45,146,35,4,247,62,113,0
1134,35,61,188,34,7,318,46,62,1
1135,43,67,174,35,6,319,54,78,1
1137,45,80,246,34,8,405,51,62,1
1138,15,104,249,33,6,401,67,85,1
1139,24,79,244,35,6,382,64,72,1
1140,30,80,227,36,6,373,63,89,1
1144,23,66,203,36,6,328,55,91,1
1147,45,71,230,34,5,380,76,62,1
1148,42,86,189,35,7,352,51,65,1
1152,25,118,210,33,5,386,78,65,1
1154,0,100,193,38,7,331,48,106,1
1155,25,118,210,33,5,386,78,65,1
1156,51,71,188,35,8,345,44,101,1
1161,43,76,195,34,8,348,44,68,1
1164,24,78,227,34,7,363,52,66,1
1166,26,111,231,31,10,399,40,63,1
1167,39,74,189,35,9,337,38,85,1
1168,27,67,156,34,6,284,48,64,1
1169,29,86,183,35,6,333,56,61,1
1170,34,62,222,33,7,351,51,61,1
1171,0,78,188,36,7,302,44,82,1
1172,46,74,217,34,7,371,53,61,1
1173,31,79,233,36,6,379,64,82,1
1174,31,79,233,36,6,379,64,82,1
1178,0,41,147,38,7,226,33,73,1
1179,33,76,206,34,8,349,44,67,1
1182,40,68,242,35,9,385,43,97,1
1183,7,70,200,34,6,311,52,72,1
1185,30,85,147,35,5,297,60,62,1
1186,3,79,213,37,5,332,67,62,1
1187,30,85,147,35,5,297,60,62,1
1188,23,80,192,35,7,330,48,67,1
1189,5,75,210,34,4,324,81,61,1
1193,0,166,195,37,5,398,80,62,1
1195,22,78,214,37,6,351,59,77,1
1196,23,76,226,34,6,359,60,79,1
1199,23,76,226,34,6,359,60,79,1
1200,21,69,173,33,5,296,60,60,1
1201,36,65,164,34,5,299,60,61,1
1203,19,111,271,33,6,434,73,89,1
1204,46,74,191,36,8,347,44,80,1
1206,46,74,191,36,8,347,44,80,1
1207,55,136,241,35,9,467,52,80,1
1208,46,74,191,36,8,347,44,80,1
1211,15,76,199,35,6,325,55,78,1
1212,2,78,182,35,6,297,50,64,1
1213,42,71,220,33,8,366,46,61,1
1216,31,79,224,34,7,368,53,66,1
1219,40,44,178,33,8,295,37,81,2
1224,49,80,280,32,8,441,56,64,1
1225,23,91,281,33,5,428,86,74,1
1226,3,80,204,32,5,319,64,83,1
1227,25,104,245,34,7,408,59,64,1
1229,29,75,233,36,6,373,63,75,1
1232,29,75,233,36,6,373,63,75,1
1233,37,57,209,34,5,337,68,70,1
1234,1,59,123,35,4,218,55,67,2
1237,1,59,123,35,4,218,55,67,2
1238,0,81,252,35,5,368,74,68,1
1240,20,76,182,32,4,310,78,92,0
1242,41,58,163,34,6,296,50,71,1
1243,22,82,259,35,6,398,67,66,1
1244,25,67,234,35,5,361,73,128,0
1247,19,82,219,36,7,356,51,71,1
1250,1,79,186,36,6,302,51,80,1
1251,14,77,213,34,6,338,57,83,1
1252,0,123,212,36,6,371,62,62,1
1254,6,79,213,36,7,334,48,76,1
1255,2,69,150,36,4,257,65,82,1
1256,22,82,183,32,4,319,80,99,0
1259,0,123,192,36,6,351,59,71,1
1260,68,403,214,32,12,717,60,75,1
1262,38,81,235,33,6,387,65,90,1
1263,0,89,248,35,5,372,75,69,1
1265,5,81,198,35,6,319,54,72,1
1266,5,81,198,35,6,319,54,72,1
1268,31,79,222,36,6,368,62,77,1
1270,1,48,86,39,8,174,22,82,1
1271,20,49,148,35,6,252,42,80,2
1273,20,73,182,32,4,307,77,90,0
1275,22,75,227,34,5,358,72,69,1
1276,40,50,198,34,6,322,54,59,1
1277,0,114,214,35,6,363,61,59,1
1279,39,62,178,33,6,312,52,59,1
1280,20,77,197,35,6,329,55,84,1
1283,28,96,237,34,6,395,66,73,1
1284,19,71,177,35,6,302,51,74,1
1285,50,90,237,33,6,410,69,76,1
1286,44,68,143,35,5,290,58,73,1
1289,30,68,279,34,12,411,35,76,1
1290,0,100,188,35,6,323,54,62,1
1292,13,56,151,38,7,258,37,70,1
1293,0,84,223,35,5,342,69,62,1
1294,10,73,215,34,8,332,42,81,1
1295,0,93,196,33,4,322,81,107,0
1296,0,93,196,33,4,322,81,107,0
1298,0,63,111,36,6,210,35,67,1
1300,0,80,170,40,6,290,49,71,1
1302,32,64,201,34,8,331,42,60,1
1303,44,81,183,35,7,343,49,84,1
1304,21,87,195,33,4,336,84,77,0
1308,32,88,250,34,6,404,68,78,1
1309,10,71,206,34,6,321,54,83,1
1310,26,73,209,34,5,342,69,80,1
1313,21,86,196,36,5,339,68,76,1
1314,21,86,196,36,5,339,68,80,1
1315,27,83,210,34,6,354,59,73,1
1316,0,41,127,42,6,210,35,72,1
1317,46,91,215,33,7,385,55,66,1
1318,27,83,210,34,6,354,59,73,1
1319,68,414,218,30,13,730,57,74,1
1321,0,41,127,42,6,210,35,72,1
1325,24,77,178,35,6,314,53,74,1
1330,26,83,210,34,6,353,59,73,1
1331,26,107,222,34,5,389,78,87,1
1333,22,79,243,33,5,377,76,68,1
1334,0,166,208,35,5,409,82,60,1
1335,2,69,157,35,7,263,38,75,1
1337,0,57,171,35,4,263,66,71,1
1340,2,84,192,35,5,313,63,69,1
1341,2,84,192,35,5,313,63,69,1
1342,2,85,204,35,5,326,66,73,1
1344,48,77,265,32,5,422,85,64,0
1351,1,65,144,35,5,245,49,64,1
1352,3,86,227,35,5,351,71,70,1
1353,3,86,227,35,5,351,71,70,1
1355,25,86,175,35,4,321,81,61,1
1356,25,84,175,35,4,319,80,60,1
1358,17,168,238,34,5,457,92,108,0
1362,40,91,230,32,6,393,66,62,1
1364,2,96,183,36,5,317,64,66,1
1365,9,115,232,33,6,389,65,66,1
1366,8,94,201,34,5,337,68,66,1
1369,0,69,159,35,4,263,66,60,1
1370,51,415,211,31,12,708,59,68,1
1371,56,153,177,34,10,420,42,61,1
1373,27,110,221,34,4,392,98,90,0
1375,26,83,203,34,5,346,70,69,1
1376,20,86,174,32,5,312,63,63,1
1377,26,90,190,39,6,345,58,79,1
1379,2,77,196,35,6,310,52,67,1
1380,2,77,196,35,6,310,52,67,1
1384,15,107,204,33,5,359,72,76,1
1385,25,76,222,33,4,356,89,90,0
1386,7,100,208,34,6,349,59,64,1
1388,31,83,233,35,7,382,55,63,1
1390,0,68,135,37,6,240,40,71,1
1392,6,70,164,33,5,273,55,61,1
1394,14,70,222,35,5,341,69,83,1
1395,10,92,240,35,6,377,63,59,1
1396,10,90,240,35,6,375,63,60,1
1397,26,80,202,34,5,342,69,73,1
1398,12,83,220,37,6,352,59,69,1
1399,0,68,197,36,7,301,43,66,1
1400,21,80,211,34,5,346,70,89,1
1402,42,52,213,36,8,343,43,62,1
1404,39,82,264,36,6,421,71,68,1
1405,30,62,188,34,9,314,35,74,1
1407,0,64,183,37,9,284,32,96,1
1409,0,64,183,37,9,284,32,96,1
1410,0,82,150,37,4,269,68,61,1
1411,40,71,213,37,7,361,52,64,1
1412,34,62,239,34,9,369,41,64,1
1413,25,104,213,32,9,374,42,68,1
1414,59,77,285,33,8,454,57,59,1
1416,59,77,285,33,8,454,57,59,1
1417,33,64,188,35,8,320,40,77,1
1420,1,77,183,33,5,294,59,59,1
1421,18,79,218,35,6,350,59,80,1
1422,0,79,197,35,8,311,39,95,1
1424,37,76,239,34,7,386,56,64,1
1426,37,46,232,36,7,351,51,79,1
1428,0,72,211,35,6,318,53,83,1
1429,40,49,206,35,9,330,37,94,1
1430,24,66,197,35,6,322,54,74,1
1432,0,42,169,36,8,247,31,59,1
1433,16,69,195,36,7,316,46,67,1
1434,37,214,384,33,8,668,84,111,1
1435,37,214,384,33,8,668,84,111,1
1436,38,169,279,33,6,519,87,83,1
1440,32,62,176,34,7,304,44,71,1
1441,19,94,232,33,5,378,76,75,1
1445,19,94,232,33,5,378,76,75,1
1446,2,78,232,36,8,348,44,74,1
1447,0,80,230,36,7,346,50,78,1
1448,1,80,225,36,7,342,49,96,1
1449,31,56,176,34,8,297,38,71,1
1450,32,62,176,34,7,304,44,71,1
1451,44,104,237,35,8,420,53,64,1
1453,33,74,231,36,6,374,63,83,1
1454,63,73,293,34,7,463,67,63,1
1455,0,52,175,37,6,264,44,65,1
1456,6,50,122,34,5,212,43,94,2
1457,33,74,231,36,6,374,63,83,1
1458,40,67,207,35,6,349,59,64,1
1459,35,54,173,35,8,297,38,63,1
1461,0,60,221,38,6,319,54,62,1
1462,3,75,193,35,6,306,51,70,1
1463,1,76,188,35,5,300,60,70,1
1464,10,63,201,36,7,310,45,90,1
1469,5,61,230,35,6,331,56,76,1
1471,8,67,144,36,5,255,51,64,1
1472,60,73,219,35,8,387,49,79,1
1473,8,71,145,35,5,259,52,70,1
1475,11,48,109,37,9,205,23,72,1
1476,50,205,355,33,8,643,81,104,1
1478,5,82,254,36,5,377,76,59,1
1479,60,104,259,35,7,458,66,66,1
1480,3,80,182,38,6,303,51,62,1
1482,54,114,234,35,6,437,73,59,1
1483,44,42,193,35,6,314,53,62,1
1486,21,70,194,35,6,320,54,65,1
1488,4,49,164,39,6,256,43,61,1
1489,10,48,171,36,8,265,34,60,1
1490,49,39,147,35,6,270,45,64,2
1491,4,49,164,39,6,256,43,61,1
1493,26,89,214,34,6,363,61,79,1
1495,2,80,181,35,8,298,38,71,1
1497,3,54,185,36,6,278,47,63,1
1499,3,54,185,36,6,278,47,63,1
1500,4,76,185,34,5,299,60,64,1
1501,29,83,216,33,5,361,73,77,1
1502,18,78,215,35,5,346,70,71,1
1503,39,77,196,37,7,349,50,62,1
1504,57,106,207,35,6,405,68,61,1
1506,5,70,197,37,7,309,45,62,1
1509,40,62,162,34,7,298,43,63,1
1511,4,68,232,36,7,340,49,75,1
1512,4,61,203,37,6,305,51,67,1
1515,21,74,262,37,7,394,57,72,1
1516,25,71,214,36,10,346,35,79,1
1518,46,114,217,35,6,412,69,63,1
1519,8,106,221,36,6,371,62,70,1
1520,6,63,180,35,8,284,36,85,1
1522,25,71,214,36,10,346,35,79,1
1523,25,76,190,35,6,326,55,85,1
1527,7,71,185,34,7,297,43,71,1
1530,9,63,170,36,7,278,40,65,1
1532,13,58,200,34,7,305,44,74,1
1533,30,74,233,35,6,372,62,88,1
1538,9,81,192,37,6,319,54,71,1
1542,2,64,176,34,6,276,46,85,1
1544,43,63,195,33,8,334,42,68,1
1545,33,59,190,35,6,317,53,72,1
1548,50,99,249,32,6,430,72,75,1
1549,30,74,164,34,7,302,44,73,1
1552,1,103,203,37,7,344,50,88,1
1553,0,80,244,36,6,360,60,74,1
1554,2,62,212,37,6,313,53,71,1
1555,17,65,186,36,7,304,44,71,1
1556,4,66,214,37,6,321,54,68,1
1561,26,80,211,34,5,351,71,87,1
1563,13,76,194,34,5,317,64,68,1
1564,13,76,194,34,5,317,64,68,1
1565,2,61,180,35,8,278,35,82,1
1566,64,59,182,35,7,340,49,80,1
1567,13,76,194,34,5,317,64,68,1
1568,13,77,213,35,6,338,57,81,1
1569,14,56,159,36,6,265,45,71,1
1571,14,38,186,36,6,274,46,71,1
1572,32,69,214,35,5,350,70,91,1
1573,20,75,175,37,7,307,44,71,1
1574,78,74,224,35,5,411,83,79,0
1576,63,81,203,34,8,381,48,72,1
1577,15,76,211,37,6,339,57,69,1
1578,15,118,192,36,7,361,52,69,1
1579,9,53,160,37,6,259,44,80,1
1580,33,68,176,35,6,312,52,65,1
1581,9,53,160,37,6,259,44,80,1
1582,10,53,151,37,5,251,51,69,1
1583,29,74,201,35,6,339,57,88,1
1584,44,61,179,34,8,318,40,80,1
1586,41,65,181,35,8,322,41,90,1
1587,11,66,179,37,7,293,42,74,1
1588,33,68,163,34,8,298,38,90,1
1589,20,73,246,34,5,373,75,85,1
1591,9,89,160,38,6,296,50,72,1
1592,13,76,200,36,8,325,41,85,1
1595,10,62,186,37,8,295,37,95,1
1599,36,45,322,31,4,434,109,101,0
1600,34,49,160,34,5,277,56,70,2
1603,32,58,197,33,4,320,80,103,0
1607,34,49,160,34,5,277,56,70,2
1611,37,40,113,33,6,223,38,72,2
1612,40,44,95,37,5,216,44,104,2
1613,62,40,304,31,7,437,63,97,0
1615,4,46,132,34,4,216,54,86,2
1616,48,29,48,35,4,160,40,85,2
1617,42,33,106,33,5,214,43,73,2
1619,48,29,48,35,4,160,40,85,2
1620,38,38,95,33,4,204,51,75,2
1621,42,49,137,36,5,264,53,97,2
1623,41,52,185,36,5,314,63,72,1
1625,35,52,137,36,4,260,65,91,2
1626,39,51,208,35,5,333,67,88,0
1628,36,33,81,32,7,182,26,93,2
1629,39,44,239,33,5,355,71,76,0
1630,34,42,146,36,4,258,65,63,2
1633,20,44,211,35,4,310,78,78,0
1635,23,51,146,34,4,254,64,81,2
1636,32,53,81,33,3,199,67,94,2
1637,39,57,297,34,4,427,107,101,0
1638,39,57,297,34,4,427,107,101,0
1640,39,173,153,32,3,397,133,119,0
1642,27,57,146,34,6,264,44,89,2
1643,26,60,146,34,6,266,45,89,2
1644,31,58,139,33,5,261,53,94,2
1650,29,68,99,35,6,231,39,95,2
1651,33,57,90,35,5,215,43,77,2
1653,59,147,137,32,4,375,94,94,0
1655,34,43,211,32,5,320,64,93,0
1658,36,38,127,35,3,236,79,100,0
1659,24,92,185,32,5,333,67,86,0
1660,26,48,234,34,4,342,86,106,0
1661,7,35,90,32,3,164,55,73,2
1665,24,40,74,34,5,172,35,83,2
1667,31,46,127,35,6,239,40,86,2
1668,29,50,211,33,4,323,81,77,0
1670,23,61,201,35,6,320,54,106,1
1671,28,63,215,39,7,345,50,87,1
1672,46,54,162,31,5,293,59,65,2
1673,31,46,127,35,6,239,40,86,2
1674,29,50,211,33,4,323,81,77,0
1676,34,42,95,35,6,206,35,76,2
1677,30,64,208,31,6,333,56,82,0
1680,34,50,264,34,6,382,64,107,0
1681,20,63,174,33,4,290,73,103,0
1683,61,45,239,32,4,377,95,110,0
1685,63,44,239,32,4,378,95,111,0
1691,33,35,67,34,4,169,43,103,2
1692,33,34,65,34,4,166,42,104,2
1693,32,40,104,34,4,210,53,107,2
1697,46,38,197,30,3,311,104,60,0
1698,66,46,250,33,5,395,79,82,0
1699,37,60,241,31,4,369,93,108,0
1701,24,50,229,35,4,338,85,111,0
1707,35,40,276,33,6,384,64,116,0
1708,28,51,130,34,6,243,41,93,2
1710,46,52,299,32,5,429,86,101,0
1711,50,56,257,31,5,394,79,124,0
1712,34,49,225,34,5,342,69,85,0
1714,0,65,160,38,4,263,66,64,1
1715,24,41,99,35,4,199,50,81,2
1717,50,56,257,31,5,394,79,124,0
1719,4,46,146,34,5,230,46,77,2
1722,28,58,188,34,4,308,77,70,0
1723,47,92,132,34,4,305,77,96,0
1725,23,33,160,33,4,249,63,85,2
1726,32,38,201,36,5,307,62,104,0
1727,56,44,123,34,6,257,43,103,2
1728,56,46,123,35,6,260,44,102,2
1729,25,20,160,35,4,240,60,63,2
1732,27,35,257,34,5,353,71,102,0
1733,22,34,208,33,5,297,60,111,0
1736,67,45,241,33,4,386,97,105,0
1738,39,29,120,34,5,222,45,74,2
1739,34,45,130,34,4,243,61,76,2
1740,67,45,241,33,4,386,97,105,0
1741,40,39,113,34,5,226,46,94,2
1742,41,36,176,33,5,286,58,80,2
1745,27,44,109,34,4,214,54,109,2
1746,14,58,185,35,4,292,73,71,1
1747,33,34,106,35,6,208,35,75,2
1748,30,54,160,31,4,275,69,79,0
1750,46,55,225,33,4,359,90,114,0
1753,40,49,220,32,8,341,43,68,1
1754,42,66,250,30,4,388,97,104,0
1756,24,36,62,34,4,156,39,94,2
1758,4,36,53,35,3,128,43,99,2
1762,42,66,250,30,4,388,97,104,0
1765,46,48,239,33,6,366,61,95,0
1766,18,34,58,32,4,142,36,81,2
1767,31,55,225,32,5,343,69,76,0
1769,46,66,81,33,5,226,46,85,2
1770,45,45,106,33,4,229,58,73,2
1772,43,38,109,35,3,225,75,87,0
1774,40,40,130,32,3,242,81,106,0
1775,47,44,90,32,4,213,54,75,2
1777,7,60,139,32,4,238,60,65,2
1778,32,49,183,33,7,297,43,97,2
1780,15,53,150,32,4,250,63,117,0
1781,40,48,322,31,5,441,89,104,0
1783,56,43,229,32,6,360,60,120,0
1785,41,40,192,33,6,306,51,105,2
1788,28,47,211,32,5,318,64,110,0
1791,36,45,132,32,4,245,62,84,2
1793,44,200,164,32,4,440,110,131,0
1796,24,52,208,33,5,317,64,110,0
1797,24,50,252,32,5,358,72,108,0
1798,24,52,208,33,5,317,64,110,0
1799,26,49,262,33,5,370,74,111,0
1800,24,50,252,32,5,358,72,108,0
1801,32,50,236,33,5,351,71,109,0
1804,50,42,234,33,4,359,90,101,0
1805,32,45,201,34,3,312,104,94,0
1807,29,40,155,35,7,259,37,71,2
1809,25,32,160,35,3,252,84,68,0
1810,38,38,109,35,6,220,37,91,2
1811,32,45,201,34,3,312,104,94,0
1812,29,51,169,36,4,285,72,87,0
1813,25,30,95,34,4,184,46,91,2
1815,36,36,157,32,3,261,87,101,0
1817,24,44,273,35,4,376,94,116,0
1818,36,36,155,32,3,259,87,99,0
1820,21,70,232,31,6,354,59,89,0
1822,30,43,150,36,4,259,65,89,2
1823,22,46,134,35,5,237,48,87,2
1824,41,46,294,35,4,416,104,95,0
1825,32,48,155,37,5,272,55,97,2
1827,32,48,155,37,5,272,55,97,2
1831,39,39,243,35,5,356,72,105,0
1833,38,58,250,32,4,378,95,111,0
1837,59,37,109,35,4,240,60,96,2
1838,21,39,257,36,6,353,59,84,1
1839,23,50,264,33,5,370,74,105,0
1840,26,31,169,33,5,259,52,79,2
1841,37,26,74,33,4,170,43,79,2
1842,34,47,146,34,6,261,44,120,2
1843,56,43,241,33,5,373,75,96,0
1846,27,31,79,34,4,171,43,68,2
1848,14,37,206,35,4,292,73,74,0
1849,28,53,215,39,7,335,48,96,1
1850,21,74,252,32,5,379,76,97,0
1851,56,43,241,33,5,373,75,96,0
1852,44,29,97,37,4,207,52,61,2
1853,39,54,141,34,5,268,54,93,2
1854,39,40,148,35,6,262,44,101,2
1859,35,48,157,35,4,275,69,92,0
1860,40,43,290,31,5,404,81,92,0
1863,35,38,95,32,5,200,40,78,2
1865,26,53,218,34,5,331,67,88,0
1866,7,43,169,35,6,254,43,90,2
1867,7,44,171,35,6,257,43,90,2
1868,7,45,169,35,6,256,43,92,2
1872,30,57,181,34,4,302,76,86,0
1877,34,44,111,32,5,221,45,70,2
1878,49,36,104,34,7,223,32,73,2
1879,36,34,67,33,4,170,43,78,2
1880,58,39,88,34,6,219,37,92,2
1881,37,47,155,32,6,271,46,102,2
1882,30,54,257,33,5,374,75,107,0
1883,24,55,271,33,5,383,77,102,0
1884,25,56,208,32,5,321,65,103,0
1886,39,58,250,31,5,378,76,105,0
1887,39,58,250,31,5,378,76,105,0
1889,39,58,250,31,5,378,76,105,0
1890,31,41,171,37,5,280,56,109,2
1892,22,41,199,36,6,298,50,82,1
1893,38,66,225,34,4,363,91,90,0
1895,70,45,243,32,6,390,65,89,0
1896,46,41,141,33,6,261,44,138,2
1898,50,43,120,33,4,246,62,83,2
1903,24,57,181,33,4,295,74,97,0
1905,24,58,183,33,4,298,75,96,0
1906,24,58,183,33,4,298,75,97,0
1907,27,36,130,33,4,226,57,86,2
1909,27,35,106,36,7,204,30,72,2
1912,21,38,162,34,6,255,43,107,2
1913,21,40,162,34,6,257,43,106,2
1914,60,132,146,32,4,370,93,98,0
1915,34,31,130,34,4,229,58,90,2
1916,35,31,155,33,4,254,64,92,2
1917,47,30,144,37,4,258,65,75,2
1918,25,40,146,37,6,248,42,66,1
1920,35,31,155,33,4,254,64,92,2
1927,35,42,248,34,5,359,72,111,0
1929,35,30,95,35,6,195,33,90,2
1930,34,32,130,33,4,229,58,93,2
1933,26,31,120,34,4,211,53,68,2
1938,35,49,146,36,8,266,34,105,2
1940,36,47,178,33,5,294,59,73,2
1941,42,44,211,33,5,330,66,86,0
1945,10,31,81,35,5,157,32,76,2
1949,36,44,99,34,7,213,31,103,2
1952,40,38,113,32,3,223,75,88,0
1953,42,47,153,34,6,276,46,94,2
1954,37,63,248,30,4,378,95,104,0
1955,37,63,248,30,4,378,95,104,0
1956,33,50,130,33,8,246,31,80,2
1957,39,50,160,31,4,280,70,75,0
1959,32,47,225,34,5,338,68,110,0
1961,30,50,164,36,4,280,70,96,0
1962,37,63,248,30,4,378,95,104,0
1963,40,37,120,36,4,233,59,74,2
1964,32,28,95,36,7,191,28,85,2
1967,48,49,139,33,6,269,45,92,2
1969,21,53,130,33,4,237,60,95,2
1970,48,49,139,33,6,269,45,92,2
1971,19,48,146,35,6,248,42,73,2
1972,27,48,150,32,5,257,52,86,2
1974,22,27,51,37,4,137,35,74,2
1975,28,37,111,35,5,211,43,68,2
1980,26,46,241,32,5,345,69,104,0
1981,28,51,227,33,5,339,68,82,0
1982,27,48,150,32,5,257,52,86,2
1983,39,27,90,35,4,191,48,76,2
1984,22,27,51,37,4,137,35,74,2
1986,35,40,162,33,7,270,39,138,2
1988,38,32,259,33,6,362,61,116,0
1989,38,32,259,33,6,362,61,116,0
1991,15,31,199,35,5,280,56,75,2
1993,51,44,243,33,4,371,93,118,0
1995,42,31,106,32,4,211,53,86,2
1998,42,32,86,34,4,194,49,88,2
1999,40,37,106,36,5,219,44,91,2
2001,7,69,146,34,5,256,52,78,1
2003,31,35,109,34,7,209,30,89,2
2005,34,31,58,35,4,158,40,96,2
2007,39,44,113,34,5,230,46,82,2
2008,42,31,106,32,4,211,53,86,2
2012,39,36,109,33,5,217,44,88,2
2013,39,38,297,31,5,405,81,98,0
2014,36,40,252,34,8,362,46,94,1
2015,27,41,130,33,3,231,77,83,0
2017,27,41,130,33,3,231,77,83,0
2018,28,50,134,35,6,247,42,89,2
2019,31,30,62,33,4,156,39,97,2
2022,28,45,192,34,5,299,60,93,0
2024,28,45,192,34,5,299,60,93,0
2025,28,45,192,34,5,299,60,93,0
2026,50,53,239,32,4,374,94,104,0
2028,47,56,248,32,5,383,77,110,0
2029,50,53,239,32,4,374,94,104,0
2030,10,48,130,34,4,222,56,75,2
2032,9,108,155,32,6,304,51,72,1
2034,37,27,113,35,5,212,43,80,2
2035,32,42,148,34,6,256,43,79,2
2036,32,35,81,35,6,183,31,105,2
2039,37,28,97,34,6,196,33,80,2
2042,44,48,241,34,5,367,74,110,0
2044,32,38,153,34,4,257,65,72,2
2045,27,54,99,37,4,217,55,86,2
2047,24,48,257,36,5,365,73,80,1
2048,29,52,134,36,6,251,42,90,2
2049,20,70,232,32,5,354,71,77,0
2051,14,42,139,36,5,231,47,83,2
2053,29,52,134,36,6,251,42,90,2
2055,31,22,48,34,4,135,34,67,2
2057,32,53,123,34,7,242,35,87,2
2058,35,59,232,35,5,361,73,139,0
2059,27,56,197,31,5,311,63,82,0
2060,29,47,257,34,4,367,92,96,0
2061,19,47,236,35,4,337,85,106,0
2063,62,47,243,33,5,385,77,122,0
2064,58,81,211,31,5,381,77,90,0
2066,21,44,141,33,4,239,60,71,2
2068,53,47,280,32,5,412,83,115,0
2069,70,39,259,31,7,399,57,77,0
2070,34,36,153,33,8,256,32,90,2
2073,22,30,155,34,4,241,61,86,2
2075,36,28,51,31,4,146,37,98,2
2077,13,73,160,31,6,277,47,77,1
2078,33,41,132,35,6,241,41,123,2
2079,34,43,215,34,6,326,55,87,1
2081,24,44,234,35,4,337,85,97,0
2082,34,43,215,34,6,326,55,87,1
2083,30,346,192,34,6,602,101,135,0
2084,38,28,137,36,5,239,48,92,2
2085,37,25,132,36,5,230,46,99,2
2086,28,35,104,32,4,199,50,88,2
2087,29,45,150,35,7,259,37,109,2
2088,31,47,211,33,4,322,81,108,0
2089,36,35,65,32,5,168,34,64,2
2091,26,39,206,33,5,304,61,98,0
2092,28,22,83,33,6,166,28,84,2
2093,38,40,160,35,6,273,46,83,2
2095,62,41,243,32,5,378,76,126,0
2096,32,26,76,34,5,168,34,99,2
2097,34,40,113,34,7,221,32,69,2
2098,62,41,243,32,5,378,76,126,0
2099,54,45,276,32,5,407,82,110,0
2100,58,38,241,33,5,370,74,107,0
2101,30,38,153,33,6,254,43,64,2
2102,29,37,153,33,6,252,42,64,2
2106,27,48,155,38,5,268,54,96,1
2107,28,39,83,36,4,186,47,111,2
2109,12,41,116,34,4,203,51,118,2
2111,36,40,139,33,6,248,42,87,2
2112,33,25,102,34,3,194,65,83,2
2114,26,51,127,35,5,239,48,84,2
2115,37,55,146,32,4,270,68,103,0
2118,34,48,164,33,4,279,70,63,0
2119,26,39,164,32,7,261,38,64,2
2120,26,39,164,32,7,261,38,64,2
2121,40,38,69,32,4,179,45,78,2
2123,37,38,72,35,3,182,61,62,2
2124,39,114,146,32,4,331,83,80,0
2125,46,40,81,32,5,199,40,59,2
2126,22,34,62,35,4,153,39,88,2
2128,47,30,118,37,4,232,58,75,2
2131,36,67,243,31,5,377,76,109,0
2132,36,67,243,31,5,377,76,109,0
2133,36,67,243,31,5,377,76,109,0
2134,51,47,269,32,5,399,80,110,0
2135,51,47,269,32,5,399,80,110,0
2136,36,67,243,31,5,377,76,109,0
2137,30,45,113,35,5,223,45,78,2
2139,31,40,190,36,6,297,50,66,1
2142,41,36,188,34,6,299,50,85,2
2143,17,47,259,34,5,357,72,105,0
2144,22,40,144,36,6,242,41,97,2
2147,31,44,132,36,5,243,49,86,2
2148,65,50,243,33,4,391,98,132,0
2149,51,50,243,32,5,376,76,96,0
2150,34,26,104,31,4,195,49,87,2
2151,34,28,69,31,4,162,41,88,2
2152,51,50,243,32,5,376,76,96,0
2153,34,28,69,31,4,162,41,88,2
2154,34,26,104,31,4,195,49,87,2
2155,71,46,257,31,6,405,68,78,0
2156,24,49,137,35,5,245,49,72,2
2158,44,47,90,31,8,212,27,107,2
2160,10,57,123,34,5,224,45,95,2
2162,22,46,132,32,8,232,29,72,2
2164,38,59,222,33,5,352,71,84,0
2166,50,48,132,32,6,262,44,115,2
2167,51,50,134,32,6,267,45,117,2
2168,27,40,178,33,7,278,40,100,2
2173,33,35,90,33,4,191,48,95,2
2175,29,47,144,33,5,253,51,103,2
2176,33,33,65,33,4,164,41,104,2
2177,29,38,95,35,4,197,50,82,2
2179,66,51,243,32,5,392,79,133,0
2180,22,42,160,35,4,259,65,81,2
2182,22,42,192,30,4,286,72,82,0
