Cust_ID,fitness_gym,hiking_running,teamgames,outdooractivities,totalproducts,Avg_Spent,Days_Since_Last_Purchase,cluster_label
1243,22,82,259,35,6,67,68,0
1244,25,67,234,35,5,73,130,1
1247,19,82,219,36,7,51,73,0
1250,1,79,186,36,6,51,82,0
1251,14,77,213,34,6,57,85,0
1252,0,123,212,36,6,62,64,0
1254,6,79,213,36,7,48,78,0
1255,2,69,150,36,4,65,84,0
1256,22,82,183,32,4,80,101,1
1259,0,123,192,36,6,59,73,0
1262,38,81,235,33,6,65,92,0
1263,0,89,248,35,5,75,71,0
1265,5,81,198,35,6,54,74,0
1266,5,81,198,35,6,54,74,0
1268,31,79,222,36,6,62,79,0
1270,1,48,86,39,8,22,84,0
1271,20,49,148,35,6,42,82,2
1273,20,73,182,32,4,77,92,1
1275,22,75,227,34,5,72,71,0
1276,40,50,198,34,6,54,61,0
1277,0,114,214,35,6,61,61,0
1279,39,62,178,33,6,52,61,0
1280,20,77,197,35,6,55,86,0
1283,28,96,237,34,6,66,75,0
1284,19,71,177,35,6,51,76,0
1285,50,90,237,33,6,69,78,0
1286,44,68,143,35,5,58,75,0
1290,0,100,188,35,6,54,64,0
1292,13,56,151,38,7,37,72,0
1293,0,84,223,35,5,69,64,0
1294,10,73,215,34,8,42,83,0
1295,0,93,196,33,4,81,109,1
1296,0,93,196,33,4,81,109,1
1298,0,63,111,36,6,35,69,0
1300,0,80,170,40,6,49,73,0
1302,32,64,201,34,8,42,62,0
1303,44,81,183,35,7,49,86,0
1304,21,87,195,33,4,84,79,1
1308,32,88,250,34,6,68,80,0
1309,10,71,206,34,6,54,85,0
1310,26,73,209,34,5,69,82,0
1313,21,86,196,36,5,68,78,0
1314,21,86,196,36,5,68,82,0
1315,27,83,210,34,6,59,75,0
1317,46,91,215,33,7,55,68,0
1318,27,83,210,34,6,59,75,0
1325,24,77,178,35,6,53,76,0
1330,26,83,210,34,6,59,75,0
1331,26,107,222,34,5,78,89,0
1333,22,79,243,33,5,76,70,0
1334,0,166,208,35,5,82,62,0
1335,2,69,157,35,7,38,77,0
1337,0,57,171,35,4,66,73,0
1340,2,84,192,35,5,63,71,0
1341,2,84,192,35,5,63,71,0
1342,2,85,204,35,5,66,75,0
1344,48,77,265,32,5,85,66,1
1351,1,65,144,35,5,49,66,0
1352,3,86,227,35,5,71,72,0
1353,3,86,227,35,5,71,72,0
1355,25,86,175,35,4,81,63,0
1356,25,84,175,35,4,80,62,0
1358,17,168,238,34,5,92,110,1
1362,40,91,230,32,6,66,64,0
1364,2,96,183,36,5,64,68,0
1365,9,115,232,33,6,65,68,0
1366,8,94,201,34,5,68,68,0
1369,0,69,159,35,4,66,62,0
1371,56,153,177,34,10,42,63,0
1373,27,110,221,34,4,98,92,1
1375,26,83,203,34,5,70,71,0
1376,20,86,174,32,5,63,65,0
1377,26,90,190,39,6,58,81,0
1379,2,77,196,35,6,52,69,0
1380,2,77,196,35,6,52,69,0
1384,15,107,204,33,5,72,78,0
1385,25,76,222,33,4,89,92,1
1386,7,100,208,34,6,59,66,0
1388,31,83,233,35,7,55,65,0
1390,0,68,135,37,6,40,73,0
1392,6,70,164,33,5,55,63,0
1394,14,70,222,35,5,69,85,0
1395,10,92,240,35,6,63,61,0
1396,10,90,240,35,6,63,62,0
1397,26,80,202,34,5,69,75,0
1398,12,83,220,37,6,59,71,0
1399,0,68,197,36,7,43,68,0
1400,21,80,211,34,5,70,91,0
1402,42,52,213,36,8,43,64,0
1404,39,82,264,36,6,71,70,0
1405,30,62,188,34,9,35,76,0
1407,0,64,183,37,9,32,98,0
1409,0,64,183,37,9,32,98,0
1410,0,82,150,37,4,68,63,0
1411,40,71,213,37,7,52,66,0
1412,34,62,239,34,9,41,66,0
1413,25,104,213,32,9,42,70,0
1414,59,77,285,33,8,57,61,0
1416,59,77,285,33,8,57,61,0
1417,33,64,188,35,8,40,79,0
1420,1,77,183,33,5,59,61,0
1421,18,79,218,35,6,59,82,0
1422,0,79,197,35,8,39,97,0
1424,37,76,239,34,7,56,66,0
1426,37,46,232,36,7,51,81,0
1428,0,72,211,35,6,53,85,0
1429,40,49,206,35,9,37,96,0
1430,24,66,197,35,6,54,76,0
1432,0,42,169,36,8,31,61,0
1433,16,69,195,36,7,46,69,0
1436,38,169,279,33,6,87,85,0
1440,32,62,176,34,7,44,73,0
1441,19,94,232,33,5,76,77,0
1445,19,94,232,33,5,76,77,0
1446,2,78,232,36,8,44,76,0
1447,0,80,230,36,7,50,80,0
1448,1,80,225,36,7,49,98,0
1449,31,56,176,34,8,38,73,0
1450,32,62,176,34,7,44,73,0
1451,44,104,237,35,8,53,66,0
1453,33,74,231,36,6,63,85,0
1454,63,73,293,34,7,67,65,0
1455,0,52,175,37,6,44,67,0
1456,6,50,122,34,5,43,96,2
1457,33,74,231,36,6,63,85,0
1458,40,67,207,35,6,59,66,0
1459,35,54,173,35,8,38,65,0
1461,0,60,221,38,6,54,64,0
1462,3,75,193,35,6,51,72,0
1463,1,76,188,35,5,60,72,0
1464,10,63,201,36,7,45,92,0
1469,5,61,230,35,6,56,78,0
1471,8,67,144,36,5,51,66,0
1472,60,73,219,35,8,49,81,0
1473,8,71,145,35,5,52,72,0
1475,11,48,109,37,9,23,74,0
1478,5,82,254,36,5,76,61,0
1479,60,104,259,35,7,66,68,0
1480,3,80,182,38,6,51,64,0
1482,54,114,234,35,6,73,61,0
1483,44,42,193,35,6,53,64,0
1486,21,70,194,35,6,54,67,0
1488,4,49,164,39,6,43,63,0
1489,10,48,171,36,8,34,62,0
1490,49,39,147,35,6,45,66,2
1491,4,49,164,39,6,43,63,0
1493,26,89,214,34,6,61,81,0
1495,2,80,181,35,8,38,73,0
1497,3,54,185,36,6,47,65,0
1499,3,54,185,36,6,47,65,0
1500,4,76,185,34,5,60,66,0
1501,29,83,216,33,5,73,79,0
1502,18,78,215,35,5,70,73,0
1503,39,77,196,37,7,50,64,0
1504,57,106,207,35,6,68,63,0
1506,5,70,197,37,7,45,64,0
1509,40,62,162,34,7,43,65,0
1511,4,68,232,36,7,49,77,0
1512,4,61,203,37,6,51,69,0
1515,21,74,262,37,7,57,74,0
1516,25,71,214,36,10,35,81,0
1518,46,114,217,35,6,69,65,0
1519,8,106,221,36,6,62,72,0
1520,6,63,180,35,8,36,87,0
1522,25,71,214,36,10,35,81,0
1523,25,76,190,35,6,55,87,0
1527,7,71,185,34,7,43,73,0
1530,9,63,170,36,7,40,67,0
1532,13,58,200,34,7,44,76,0
1533,30,74,233,35,6,62,90,0
1538,9,81,192,37,6,54,73,0
1542,2,64,176,34,6,46,87,0
1544,43,63,195,33,8,42,70,0
1545,33,59,190,35,6,53,74,0
1548,50,99,249,32,6,72,77,0
1549,30,74,164,34,7,44,75,0
1552,1,103,203,37,7,50,90,0
1553,0,80,244,36,6,60,76,0
1554,2,62,212,37,6,53,73,0
1555,17,65,186,36,7,44,73,0
1556,4,66,214,37,6,54,70,0
1561,26,80,211,34,5,71,89,0
1563,13,76,194,34,5,64,70,0
1564,13,76,194,34,5,64,70,0
1565,2,61,180,35,8,35,84,0
1566,64,59,182,35,7,49,82,0
1567,13,76,194,34,5,64,70,0
1568,13,77,213,35,6,57,83,0
1569,14,56,159,36,6,45,73,0
1571,14,38,186,36,6,46,73,0
1572,32,69,214,35,5,70,93,0
1573,20,75,175,37,7,44,73,0
1574,78,74,224,35,5,83,81,1
1576,63,81,203,34,8,48,74,0
1577,15,76,211,37,6,57,71,0
1578,15,118,192,36,7,52,71,0
1579,9,53,160,37,6,44,82,0
1580,33,68,176,35,6,52,67,0
1581,9,53,160,37,6,44,82,0
1582,10,53,151,37,5,51,71,0
1583,29,74,201,35,6,57,90,0
1584,44,61,179,34,8,40,82,0
1586,41,65,181,35,8,41,92,0
1587,11,66,179,37,7,42,76,0
1588,33,68,163,34,8,38,92,0
1589,20,73,246,34,5,75,87,0
1591,9,89,160,38,6,50,74,0
1592,13,76,200,36,8,41,87,0
1595,10,62,186,37,8,37,97,0
1599,36,45,322,31,4,109,103,1
1600,34,49,160,34,5,56,72,2
1603,32,58,197,33,4,80,105,1
1607,34,49,160,34,5,56,72,2
1611,37,40,113,33,6,38,74,2
1612,40,44,95,37,5,44,106,2
1613,62,40,304,31,7,63,99,1
1615,4,46,132,34,4,54,88,2
1616,48,29,48,35,4,40,87,2
1617,42,33,106,33,5,43,75,2
1619,48,29,48,35,4,40,87,2
1620,38,38,95,33,4,51,77,2
1621,42,49,137,36,5,53,99,2
1623,41,52,185,36,5,63,74,0
1625,35,52,137,36,4,65,93,2
1626,39,51,208,35,5,67,90,1
1628,36,33,81,32,7,26,95,2
1629,39,44,239,33,5,71,78,1
1630,34,42,146,36,4,65,65,2
1633,20,44,211,35,4,78,80,1
1635,23,51,146,34,4,64,83,2
1636,32,53,81,33,3,67,96,2
1637,39,57,297,34,4,107,103,1
1638,39,57,297,34,4,107,103,1
1640,39,173,153,32,3,133,121,1
1642,27,57,146,34,6,44,91,2
1643,26,60,146,34,6,45,91,2
1644,31,58,139,33,5,53,96,2
1650,29,68,99,35,6,39,97,2
1651,33,57,90,35,5,43,79,2
1653,59,147,137,32,4,94,96,1
1655,34,43,211,32,5,64,95,1
1658,36,38,127,35,3,79,102,1
1659,24,92,185,32,5,67,88,1
1660,26,48,234,34,4,86,108,1
1661,7,35,90,32,3,55,75,2
1665,24,40,74,34,5,35,85,2
1667,31,46,127,35,6,40,88,2
1668,29,50,211,33,4,81,79,1
1670,23,61,201,35,6,54,108,0
1671,28,63,215,39,7,50,89,0
1672,46,54,162,31,5,59,67,2
1673,31,46,127,35,6,40,88,2
1674,29,50,211,33,4,81,79,1
1676,34,42,95,35,6,35,78,2
1677,30,64,208,31,6,56,84,1
1680,34,50,264,34,6,64,109,1
1681,20,63,174,33,4,73,105,1
1683,61,45,239,32,4,95,112,1
1685,63,44,239,32,4,95,113,1
1691,33,35,67,34,4,43,105,2
1692,33,34,65,34,4,42,106,2
1693,32,40,104,34,4,53,109,2
1697,46,38,197,30,3,104,62,1
1698,66,46,250,33,5,79,84,1
1699,37,60,241,31,4,93,110,1
1701,24,50,229,35,4,85,113,1
1707,35,40,276,33,6,64,118,1
1708,28,51,130,34,6,41,95,2
1710,46,52,299,32,5,86,103,1
1711,50,56,257,31,5,79,126,1
1712,34,49,225,34,5,69,87,1
1714,0,65,160,38,4,66,66,0
1715,24,41,99,35,4,50,83,2
1717,50,56,257,31,5,79,126,1
1719,4,46,146,34,5,46,79,2
1722,28,58,188,34,4,77,72,1
1723,47,92,132,34,4,77,98,1
1725,23,33,160,33,4,63,87,2
1726,32,38,201,36,5,62,106,1
1727,56,44,123,34,6,43,105,2
1728,56,46,123,35,6,44,104,2
1729,25,20,160,35,4,60,65,2
1732,27,35,257,34,5,71,104,1
1733,22,34,208,33,5,60,113,1
1736,67,45,241,33,4,97,107,1
1738,39,29,120,34,5,45,76,2
1739,34,45,130,34,4,61,78,2
1740,67,45,241,33,4,97,107,1
1741,40,39,113,34,5,46,96,2
1742,41,36,176,33,5,58,82,2
1745,27,44,109,34,4,54,111,2
1746,14,58,185,35,4,73,73,0
1747,33,34,106,35,6,35,77,2
1748,30,54,160,31,4,69,81,1
1750,46,55,225,33,4,90,116,1
1753,40,49,220,32,8,43,70,0
1754,42,66,250,30,4,97,106,1
1756,24,36,62,34,4,39,96,2
1758,4,36,53,35,3,43,101,2
1762,42,66,250,30,4,97,106,1
1765,46,48,239,33,6,61,97,1
1766,18,34,58,32,4,36,83,2
1767,31,55,225,32,5,69,78,1
1769,46,66,81,33,5,46,87,2
1770,45,45,106,33,4,58,75,2
1772,43,38,109,35,3,75,89,1
1774,40,40,130,32,3,81,108,1
1775,47,44,90,32,4,54,77,2
1777,7,60,139,32,4,60,67,2
1778,32,49,183,33,7,43,99,2
1780,15,53,150,32,4,63,119,1
1781,40,48,322,31,5,89,106,1
1783,56,43,229,32,6,60,122,1
1785,41,40,192,33,6,51,107,2
1788,28,47,211,32,5,64,112,1
1791,36,45,132,32,4,62,86,2
1796,24,52,208,33,5,64,112,1
1797,24,50,252,32,5,72,110,1
1798,24,52,208,33,5,64,112,1
1799,26,49,262,33,5,74,113,1
1800,24,50,252,32,5,72,110,1
1801,32,50,236,33,5,71,111,1
1804,50,42,234,33,4,90,103,1
1805,32,45,201,34,3,104,96,1
1807,29,40,155,35,7,37,73,2
1809,25,32,160,35,3,84,70,1
1810,38,38,109,35,6,37,93,2
1811,32,45,201,34,3,104,96,1
1812,29,51,169,36,4,72,89,1
1813,25,30,95,34,4,46,93,2
1815,36,36,157,32,3,87,103,1
1817,24,44,273,35,4,94,118,1
1818,36,36,155,32,3,87,101,1
1820,21,70,232,31,6,59,91,1
1822,30,43,150,36,4,65,91,2
1823,22,46,134,35,5,48,89,2
1824,41,46,294,35,4,104,97,1
1825,32,48,155,37,5,55,99,2
1827,32,48,155,37,5,55,99,2
1831,39,39,243,35,5,72,107,1
1833,38,58,250,32,4,95,113,1
1837,59,37,109,35,4,60,98,2
1838,21,39,257,36,6,59,86,0
1839,23,50,264,33,5,74,107,1
1840,26,31,169,33,5,52,81,2
1841,37,26,74,33,4,43,81,2
1842,34,47,146,34,6,44,122,2
1843,56,43,241,33,5,75,98,1
1846,27,31,79,34,4,43,70,2
1848,14,37,206,35,4,73,76,1
1849,28,53,215,39,7,48,98,0
1850,21,74,252,32,5,76,99,1
1851,56,43,241,33,5,75,98,1
1852,44,29,97,37,4,52,63,2
1853,39,54,141,34,5,54,95,2
1854,39,40,148,35,6,44,103,2
1859,35,48,157,35,4,69,94,1
1860,40,43,290,31,5,81,94,1
1863,35,38,95,32,5,40,80,2
1865,26,53,218,34,5,67,90,1
1866,7,43,169,35,6,43,92,2
1867,7,44,171,35,6,43,92,2
1868,7,45,169,35,6,43,94,2
1872,30,57,181,34,4,76,88,1
1877,34,44,111,32,5,45,72,2
1878,49,36,104,34,7,32,75,2
1879,36,34,67,33,4,43,80,2
1880,58,39,88,34,6,37,94,2
1881,37,47,155,32,6,46,104,2
1882,30,54,257,33,5,75,109,1
1883,24,55,271,33,5,77,104,1
1884,25,56,208,32,5,65,105,1
1886,39,58,250,31,5,76,107,1
1887,39,58,250,31,5,76,107,1
1889,39,58,250,31,5,76,107,1
1890,31,41,171,37,5,56,111,2
1892,22,41,199,36,6,50,84,0
1893,38,66,225,34,4,91,92,1
1895,70,45,243,32,6,65,91,1
1896,46,41,141,33,6,44,140,2
1898,50,43,120,33,4,62,85,2
1903,24,57,181,33,4,74,99,1
1905,24,58,183,33,4,75,98,1
1906,24,58,183,33,4,75,99,1
1907,27,36,130,33,4,57,88,2
1909,27,35,106,36,7,30,74,2
1912,21,38,162,34,6,43,109,2
1913,21,40,162,34,6,43,108,2
1914,60,132,146,32,4,93,100,1
1915,34,31,130,34,4,58,92,2
1916,35,31,155,33,4,64,94,2
1917,47,30,144,37,4,65,77,2
1918,25,40,146,37,6,42,68,0
1920,35,31,155,33,4,64,94,2
1927,35,42,248,34,5,72,113,1
1929,35,30,95,35,6,33,92,2
1930,34,32,130,33,4,58,95,2
1933,26,31,120,34,4,53,70,2
1938,35,49,146,36,8,34,107,2
1940,36,47,178,33,5,59,75,2
1941,42,44,211,33,5,66,88,1
1945,10,31,81,35,5,32,78,2
1949,36,44,99,34,7,31,105,2
1952,40,38,113,32,3,75,90,1
1953,42,47,153,34,6,46,96,2
1954,37,63,248,30,4,95,106,1
1955,37,63,248,30,4,95,106,1
1956,33,50,130,33,8,31,82,2
1957,39,50,160,31,4,70,77,1
1959,32,47,225,34,5,68,112,1
1961,30,50,164,36,4,70,98,1
1962,37,63,248,30,4,95,106,1
1963,40,37,120,36,4,59,76,2
1964,32,28,95,36,7,28,87,2
1967,48,49,139,33,6,45,94,2
1969,21,53,130,33,4,60,97,2
1970,48,49,139,33,6,45,94,2
1971,19,48,146,35,6,42,75,0
1972,27,48,150,32,5,52,88,2
1974,22,27,51,37,4,35,76,2
1975,28,37,111,35,5,43,70,2
1980,26,46,241,32,5,69,106,1
1981,28,51,227,33,5,68,84,1
1982,27,48,150,32,5,52,88,2
1983,39,27,90,35,4,48,78,2
1984,22,27,51,37,4,35,76,2
1986,35,40,162,33,7,39,140,2
1988,38,32,259,33,6,61,118,1
1989,38,32,259,33,6,61,118,1
1991,15,31,199,35,5,56,77,2
1993,51,44,243,33,4,93,120,1
1995,42,31,106,32,4,53,88,2
1998,42,32,86,34,4,49,90,2
1999,40,37,106,36,5,44,93,2
2001,7,69,146,34,5,52,80,0
2003,31,35,109,34,7,30,91,2
2005,34,31,58,35,4,40,98,2
2007,39,44,113,34,5,46,84,2
2008,42,31,106,32,4,53,88,2
2012,39,36,109,33,5,44,90,2
2013,39,38,297,31,5,81,100,1
2014,36,40,252,34,8,46,96,0
2015,27,41,130,33,3,77,85,1
2017,27,41,130,33,3,77,85,1
2018,28,50,134,35,6,42,91,2
2019,31,30,62,33,4,39,99,2
2022,28,45,192,34,5,60,95,1
2024,28,45,192,34,5,60,95,1
2025,28,45,192,34,5,60,95,1
2026,50,53,239,32,4,94,106,1
2028,47,56,248,32,5,77,112,1
2029,50,53,239,32,4,94,106,1
2030,10,48,130,34,4,56,77,2
2032,9,108,155,32,6,51,74,0
2034,37,27,113,35,5,43,82,2
2035,32,42,148,34,6,43,81,2
2036,32,35,81,35,6,31,107,2
2039,37,28,97,34,6,33,82,2
2042,44,48,241,34,5,74,112,1
2044,32,38,153,34,4,65,74,2
2045,27,54,99,37,4,55,88,2
2047,24,48,257,36,5,73,82,0
2048,29,52,134,36,6,42,92,2
2049,20,70,232,32,5,71,79,0
2051,14,42,139,36,5,47,85,2
2053,29,52,134,36,6,42,92,2
2055,31,22,48,34,4,34,69,2
2057,32,53,123,34,7,35,89,2
2058,35,59,232,35,5,73,141,1
2059,27,56,197,31,5,63,84,1
2060,29,47,257,34,4,92,98,1
2061,19,47,236,35,4,85,108,1
2063,62,47,243,33,5,77,124,1
2064,58,81,211,31,5,77,92,1
2066,21,44,141,33,4,60,73,2
2068,53,47,280,32,5,83,117,1
2069,70,39,259,31,7,57,79,1
2070,34,36,153,33,8,32,92,2
2073,22,30,155,34,4,61,88,2
2075,36,28,51,31,4,37,100,2
2077,13,73,160,31,6,47,79,0
2078,33,41,132,35,6,41,125,2
2079,34,43,215,34,6,55,89,0
2081,24,44,234,35,4,85,99,1
2082,34,43,215,34,6,55,89,0
2084,38,28,137,36,5,48,94,2
2085,37,25,132,36,5,46,101,2
2086,28,35,104,32,4,50,90,2
2087,29,45,150,35,7,37,111,2
2088,31,47,211,33,4,81,110,1
2089,36,35,65,32,5,34,66,2
2091,26,39,206,33,5,61,100,1
2092,28,22,83,33,6,28,86,2
2093,38,40,160,35,6,46,85,2
2095,62,41,243,32,5,76,128,1
2096,32,26,76,34,5,34,101,2
2097,34,40,113,34,7,32,71,2
2098,62,41,243,32,5,76,128,1
2099,54,45,276,32,5,82,112,1
2100,58,38,241,33,5,74,109,1
2101,30,38,153,33,6,43,66,2
2102,29,37,153,33,6,42,66,2
2106,27,48,155,38,5,54,98,0
2107,28,39,83,36,4,47,113,2
2109,12,41,116,34,4,51,120,2
2111,36,40,139,33,6,42,89,2
2112,33,25,102,34,3,65,85,2
2114,26,51,127,35,5,48,86,2
2115,37,55,146,32,4,68,105,1
2118,34,48,164,33,4,70,65,1
2119,26,39,164,32,7,38,66,2
2120,26,39,164,32,7,38,66,2
2121,40,38,69,32,4,45,80,2
2123,37,38,72,35,3,61,64,2
2124,39,114,146,32,4,83,82,1
2125,46,40,81,32,5,40,61,2
2126,22,34,62,35,4,39,90,2
2128,47,30,118,37,4,58,77,2
2131,36,67,243,31,5,76,111,1
2132,36,67,243,31,5,76,111,1
2133,36,67,243,31,5,76,111,1
2134,51,47,269,32,5,80,112,1
2135,51,47,269,32,5,80,112,1
2136,36,67,243,31,5,76,111,1
2137,30,45,113,35,5,45,80,2
2139,31,40,190,36,6,50,68,0
2142,41,36,188,34,6,50,87,2
2143,17,47,259,34,5,72,107,1
2144,22,40,144,36,6,41,99,2
2147,31,44,132,36,5,49,88,2
2148,65,50,243,33,4,98,134,1
2149,51,50,243,32,5,76,98,1
2150,34,26,104,31,4,49,89,2
2151,34,28,69,31,4,41,90,2
2152,51,50,243,32,5,76,98,1
2153,34,28,69,31,4,41,90,2
2154,34,26,104,31,4,49,89,2
2155,71,46,257,31,6,68,80,1
2156,24,49,137,35,5,49,74,2
2158,44,47,90,31,8,27,109,2
2160,10,57,123,34,5,45,97,2
2162,22,46,132,32,8,29,74,2
2164,38,59,222,33,5,71,86,1
2166,50,48,132,32,6,44,117,2
2167,51,50,134,32,6,45,119,2
2168,27,40,178,33,7,40,102,2
2173,33,35,90,33,4,48,97,2
2175,29,47,144,33,5,51,105,2
2176,33,33,65,33,4,41,106,2
2177,29,38,95,35,4,50,84,2
2179,66,51,243,32,5,79,135,1
2180,22,42,160,35,4,65,83,2
2182,22,42,192,30,4,72,84,1
2183,30,46,137,36,5,50,90,2
2186,25,34,113,36,5,42,95,2
2187,27,36,127,36,5,46,100,2
2188,33,40,183,33,6,49,83,2
2189,50,59,259,31,4,100,64,1
2195,33,43,225,33,5,67,86,1
2196,37,34,132,33,4,59,84,2
2197,29,36,181,35,5,57,89,2
2198,40,36,88,32,7,28,72,2
2204,49,52,123,31,6,43,92,2
2208,35,61,218,36,7,50,70,0
2211,68,47,248,31,4,99,95,1
2214,68,47,248,31,4,99,95,1
2215,33,37,95,34,6,34,76,2
2217,27,51,132,34,5,49,110,2
2220,43,83,218,30,5,75,108,1
2226,24,48,199,34,6,51,89,0
2229,42,50,297,34,4,106,93,1
2230,42,50,297,34,4,106,93,1
2231,33,40,150,34,6,43,74,2
2232,20,45,234,35,4,84,103,1
2236,25,53,243,32,6,59,83,0
2237,14,46,153,34,7,36,106,2
2238,14,46,153,34,7,36,107,2
2242,28,50,227,35,4,85,92,1
2243,29,51,225,35,4,85,90,1
2244,25,58,208,34,4,82,102,1
2246,34,50,236,33,4,89,115,1
2247,12,41,169,33,7,37,92,2
2249,34,67,266,32,5,80,93,1
2252,26,53,234,35,4,87,92,1
2253,37,48,106,35,8,29,128,2
2254,35,30,113,32,4,53,88,2
2256,21,50,150,34,4,64,72,2
2259,26,49,146,33,4,64,70,2
2263,38,52,201,35,5,66,107,1
2264,22,56,169,34,5,57,82,0
2265,37,36,86,35,7,28,96,2
2269,26,58,234,33,6,59,92,0
2271,34,39,183,35,5,59,104,2
2273,50,47,225,32,6,59,115,1
2274,25,56,195,33,4,78,102,1
2276,38,33,90,36,4,50,81,2
2277,38,33,90,36,4,50,81,2
2279,14,43,113,33,4,51,122,2
2280,69,58,139,32,5,60,70,1
2281,25,52,229,34,4,85,88,1
2283,31,52,120,32,4,59,108,1
2284,26,51,243,34,5,71,112,1
2285,35,43,155,34,5,54,79,2
2287,30,44,234,33,5,69,119,1
2288,37,39,118,34,6,38,92,2
2290,16,37,169,33,6,43,94,2
2291,16,36,164,33,6,42,94,2
2295,34,22,95,34,6,31,80,2
2297,51,39,257,32,6,64,120,1
2298,48,42,259,32,6,64,120,1
2299,70,42,252,32,6,66,87,1
2300,22,30,53,36,8,18,77,2
2304,46,32,137,30,3,82,71,1
2305,21,41,162,33,6,43,108,2
2306,45,46,167,33,6,49,115,2
2308,21,44,147,33,5,49,71,2
2310,43,35,104,32,5,43,89,2
2311,43,35,104,32,5,43,89,2
2312,39,40,177,35,4,73,115,1
2313,26,38,142,36,5,49,97,2
2314,27,38,144,36,7,35,99,2
2316,41,42,304,31,5,84,92,1
2317,27,38,144,36,7,35,99,2
2318,50,42,153,36,5,57,93,2
2319,44,53,226,32,4,89,120,1
2320,44,46,173,37,5,60,73,0
2321,34,32,106,35,5,42,81,2
2322,31,20,75,34,4,40,87,2
2323,40,28,99,33,4,50,81,2
2325,31,38,103,35,7,30,99,2
2327,31,43,173,35,5,57,100,2
2328,27,185,123,33,6,62,70,0
2330,48,44,219,34,5,69,136,1
2331,45,22,146,31,3,82,72,1
2332,30,52,252,32,5,74,98,1
2333,25,40,232,34,6,56,86,0
2334,30,38,178,33,5,56,73,2
2335,30,52,252,32,5,74,98,1
2337,31,21,117,33,4,51,98,2
2340,30,31,94,36,6,32,79,2
2342,25,34,246,35,4,85,96,1
2343,27,41,191,33,4,73,82,1
2347,38,49,201,34,5,65,102,1
2348,42,25,132,32,3,77,109,1
2350,50,36,215,33,6,56,136,1
2351,42,38,269,33,5,77,141,1
2353,47,110,141,32,5,66,72,0
2354,44,32,83,34,5,39,90,2
2355,28,56,242,36,4,91,103,1
2356,37,51,284,36,8,51,126,0
2357,40,51,141,34,10,27,113,2
2358,40,47,141,34,10,27,112,2
2361,49,57,312,31,6,75,113,1
2362,4,39,264,35,6,57,96,0
2363,28,42,184,34,7,42,94,2
2364,42,50,113,31,5,48,93,2
2367,34,43,211,36,4,81,99,1
2368,34,43,211,36,4,81,99,1
2369,31,45,164,36,5,56,87,2
2370,57,130,130,33,4,88,116,1
2371,60,135,130,33,4,90,119,1
2373,45,35,229,33,5,69,86,1
2374,48,115,109,34,6,51,87,0
2376,19,52,268,33,5,75,105,1
2377,37,53,280,35,8,51,117,0
2382,44,53,313,34,8,56,101,0
2383,19,52,268,33,5,75,105,1
2384,27,39,256,34,3,119,89,1
2386,28,40,256,34,3,120,89,1
2389,28,40,256,34,3,120,89,1
2390,30,33,119,35,7,31,86,2
2391,8,46,170,32,6,43,92,2
2394,26,50,212,32,4,80,95,1
2396,33,46,259,34,8,47,105,0
2398,31,36,87,35,6,32,72,2
2399,58,36,246,32,4,93,102,1
2400,49,48,190,33,5,64,119,1
2401,35,44,247,32,5,72,115,1
2403,34,32,184,34,5,57,82,2
2404,58,36,246,32,4,93,102,1
2405,26,46,241,33,4,87,115,1
2406,26,46,240,33,4,87,113,1
2411,28,55,161,36,5,56,67,0
2413,24,72,249,32,6,63,102,1
2415,42,36,157,33,5,54,65,2
2416,22,34,224,33,5,63,85,1
2417,17,40,157,31,5,49,82,2
2419,29,21,59,36,6,25,82,2
2420,20,71,232,31,6,59,86,0
2422,23,47,171,35,4,69,94,1
2423,42,36,157,33,5,54,65,2
2424,37,42,201,34,6,53,94,2
2426,36,31,80,34,5,37,85,2
2427,36,44,204,33,4,80,78,1
2430,40,37,148,32,6,43,92,2
2431,34,44,91,35,5,41,92,2
2432,34,35,77,33,4,45,85,2
2433,31,60,213,39,7,49,92,0
2436,36,34,87,34,4,48,88,2
2438,35,34,123,33,4,57,70,2
2439,35,36,123,33,4,57,70,2
2440,32,44,293,33,5,81,93,1
2441,32,44,293,33,5,81,93,1
2443,29,34,106,34,5,41,87,2
2445,37,35,263,32,4,92,120,1
2448,24,30,88,35,5,36,88,2
2450,49,42,265,32,5,78,116,1
2451,36,36,146,34,10,26,98,2
2453,36,36,146,34,10,26,98,2
2454,35,38,181,36,8,37,88,0
2455,49,42,265,32,5,78,116,1
2456,48,42,266,32,5,78,117,1
2457,39,38,235,33,5,69,118,1
2458,30,170,174,33,5,82,118,1
2460,42,41,290,34,8,51,115,1
2461,0,28,157,35,6,37,91,2
2464,33,21,35,33,3,41,84,2
2465,36,36,146,34,10,26,98,2
2468,29,37,127,33,7,33,95,2
2471,21,30,102,32,3,62,82,2
2473,29,29,141,35,4,59,68,2
2474,32,37,137,33,6,40,86,2
2475,34,18,62,34,4,37,115,2
2476,34,119,116,33,4,76,91,1
2477,54,126,141,34,4,89,95,1
2479,32,37,137,33,6,40,86,2
2481,43,22,132,33,6,39,80,2
2482,43,22,132,33,6,39,80,2
2484,27,24,81,36,7,24,78,2
2485,31,40,109,33,5,43,97,2
2486,32,44,110,35,7,32,92,2
2487,31,40,109,33,5,43,97,2
2488,32,44,110,35,7,32,92,2
