Cust_ID,Email_Clicks,SM_Comments,App_Clicks,SM_Likes,SM_Shares,SM_Clicks,fitness_gym,hiking_running,teamgames,outdooractivities,totalproducts,Avg_Spent,Days_Since_Last_Purchase,cluster_id,education_level,dependents,city,age,sex
1168,47,0,2,5,0,94,27,67,156,34,6,48,66,20,High School,False,London,68,male
1169,3,8,1,78,22,9,29,86,183,35,6,56,63,10,High School,True,other,22,male
1170,2,20,0,79,23,2,34,62,222,33,7,51,63,10,High School,False,Birmingham,20,female
1171,7,17,4,71,12,18,0,78,188,36,7,44,84,10,Master,True,other,35,female
1172,26,0,4,3,1,71,46,74,217,34,7,53,63,20,High School,False,other,20,female
1173,18,2,48,6,2,8,31,79,233,36,6,64,84,00,High School,False,other,51,male
1174,4,17,2,17,14,15,31,79,233,36,6,64,84,10,High School,True,London,26,female
1178,9,16,2,32,14,17,0,41,147,38,7,33,75,10,less than high school,False,London,38,female
1179,38,2,0,2,0,85,33,76,206,34,8,44,69,20,High School,True,London,20,male
1182,24,4,67,0,0,15,40,68,242,35,9,43,99,00,High School,True,other,68,female
1183,19,7,5,61,19,19,7,70,200,34,6,52,74,10,less than high school,True,London,37,female
1185,9,18,2,50,12,1,30,85,147,35,5,60,64,10,less than high school,True,other,22,female
1186,56,0,6,3,0,54,3,79,213,37,5,67,64,20,High School,False,Birmingham,23,male
1187,9,18,3,72,24,12,30,85,147,35,5,60,64,10,Master,False,Birmingham,52,female
1188,3,19,0,87,7,7,23,80,192,35,7,48,69,10,less than high school,False,other,22,female
1189,31,1,5,5,1,75,5,75,210,34,4,81,63,20,Bachelor,True,Birmingham,66,male
1193,65,2,0,6,2,65,0,166,195,37,5,80,64,20,PhD,False,other,24,male
1195,21,0,114,2,1,14,22,78,214,37,6,59,79,00,Master,False,Birmingham,46,male
1196,17,22,3,20,15,19,23,76,226,34,6,60,81,10,PhD,False,other,20,female
1199,19,9,3,83,15,7,23,76,226,34,6,60,81,10,Master,False,Birmingham,30,female
1200,6,24,3,82,10,2,21,69,173,33,5,60,62,10,High School,True,London,23,male
1201,75,0,4,6,2,73,36,65,164,34,5,60,63,20,High School,False,other,71,male
1203,16,8,1,82,9,8,19,111,271,33,6,73,91,10,High School,False,other,54,female
1204,77,2,1,5,0,98,46,74,191,36,8,44,82,20,Bachelor,False,other,67,male
1206,16,14,3,73,20,14,46,74,191,36,8,44,82,10,High School,False,Birmingham,21,female
1207,17,21,5,53,23,14,55,136,241,35,9,52,82,10,Bachelor,False,other,20,female
1208,0,10,0,62,22,9,46,74,191,36,8,44,82,10,High School,True,Birmingham,20,female
1211,36,0,47,5,0,9,15,76,199,35,6,55,80,00,less than high school,True,Birmingham,73,female
1212,15,15,5,67,26,16,2,78,182,35,6,50,66,10,High School,False,London,45,female
1213,58,0,7,1,1,55,42,71,220,33,8,46,63,20,Bachelor,False,other,62,female
1216,3,11,2,52,22,1,31,79,224,34,7,53,68,10,High School,False,other,37,female
1219,13,16,4,54,7,19,40,44,178,33,8,37,83,12,Master,False,London,18,female
1224,12,10,4,78,24,2,49,80,280,32,8,56,66,10,Bachelor,False,other,53,female
1225,9,16,4,44,8,1,23,91,281,33,5,86,76,10,High School,True,other,19,female
1226,16,24,0,33,25,6,3,80,204,32,5,64,85,10,High School,False,London,34,female
1227,7,17,0,32,7,15,25,104,245,34,7,59,66,10,High School,False,other,24,female
1229,35,3,58,6,1,0,29,75,233,36,6,63,77,00,High School,False,other,41,male
1232,5,3,103,6,0,6,29,75,233,36,6,63,77,00,High School,True,London,27,male
1233,12,7,5,59,7,16,37,57,209,34,5,68,72,10,Bachelor,False,other,21,female
1234,25,1,92,2,2,12,1,59,123,35,4,55,69,00,PhD,False,Birmingham,25,male
1237,5,10,3,17,13,1,1,59,123,35,4,55,69,10,PhD,False,other,25,female
1238,14,11,4,78,7,13,0,81,252,35,5,74,70,10,Master,False,London,21,female
1240,11,23,0,32,11,17,20,76,182,32,4,78,94,11,Bachelor,True,London,35,female
1242,7,20,2,50,11,16,41,58,163,34,6,50,73,10,High School,False,other,38,female
1243,15,3,69,0,1,10,22,82,259,35,6,67,68,00,High School,False,Birmingham,26,female
1244,54,1,4,4,1,87,25,67,234,35,5,73,130,21,less than high school,True,Birmingham,20,male
1247,9,12,4,36,24,0,19,82,219,36,7,51,73,10,High School,False,Birmingham,28,female
1250,79,1,1,11,0,51,1,79,186,36,6,51,82,20,Master,False,other,33,male
1251,15,21,5,31,24,12,14,77,213,34,6,57,85,10,High School,True,other,26,female
1252,4,10,0,20,7,4,0,123,212,36,6,62,64,10,Bachelor,False,Birmingham,21,male
1254,72,1,7,7,2,75,6,79,213,36,7,48,78,20,High School,False,other,31,female
1255,6,12,2,32,8,3,2,69,150,36,4,65,84,10,Master,False,other,23,male
1256,13,15,4,58,8,18,22,82,183,32,4,80,101,11,High School,False,Birmingham,20,female
1259,0,24,5,29,20,11,0,123,192,36,6,59,73,10,less than high school,True,other,32,female
1262,5,8,0,21,10,1,38,81,235,33,6,65,92,10,Bachelor,False,other,46,female
1263,34,0,119,1,1,18,0,89,248,35,5,75,71,00,less than high school,False,other,67,male
1265,18,15,3,48,17,1,5,81,198,35,6,54,74,10,Master,False,other,19,female
1266,75,2,4,5,2,76,5,81,198,35,6,54,74,20,High School,False,Birmingham,61,male
1268,78,0,7,1,0,74,31,79,222,36,6,62,79,20,less than high school,False,Birmingham,32,male
1270,8,8,0,45,21,8,1,48,86,39,8,22,84,10,High School,False,London,49,female
1271,71,2,1,10,0,70,20,49,148,35,6,42,82,22,High School,False,other,22,male
1273,1,19,2,47,11,3,20,73,182,32,4,77,92,11,High School,True,other,23,female
1275,5,14,3,24,22,0,22,75,227,34,5,72,71,10,PhD,True,London,23,female
1276,0,8,5,85,7,6,40,50,198,34,6,54,61,10,Bachelor,False,Birmingham,32,female
1277,47,2,7,9,1,84,0,114,214,35,6,61,61,20,High School,True,other,71,female
1279,18,18,2,86,17,8,39,62,178,33,6,52,61,10,Bachelor,False,other,52,female
1280,34,1,2,8,2,95,20,77,197,35,6,55,86,20,less than high school,False,other,24,female
1283,23,0,80,1,0,2,28,96,237,34,6,66,75,00,Master,False,other,23,female
1284,22,2,125,3,2,19,19,71,177,35,6,51,76,00,High School,False,London,25,male
1285,4,9,4,87,24,4,50,90,237,33,6,69,78,10,Master,False,other,31,female
1286,6,21,1,87,9,2,44,68,143,35,5,58,75,10,Bachelor,False,Birmingham,18,male
1290,28,1,0,0,2,65,0,100,188,35,6,54,64,20,less than high school,False,other,28,male
1292,46,1,0,8,2,70,13,56,151,38,7,37,72,20,High School,False,other,57,female
1293,19,22,3,66,7,19,0,84,223,35,5,69,64,10,less than high school,False,London,20,female
1294,6,20,2,80,10,5,10,73,215,34,8,42,83,10,High School,False,Birmingham,51,female
1295,43,2,5,7,2,68,0,93,196,33,4,81,109,21,less than high school,True,other,72,male
1296,72,1,5,4,0,101,0,93,196,33,4,81,109,21,less than high school,True,Birmingham,69,male
1298,19,8,4,66,21,13,0,63,111,36,6,35,69,10,High School,True,other,26,female
1300,15,0,59,1,1,20,0,80,170,40,6,49,73,00,less than high school,False,other,26,male
1302,29,0,65,3,2,10,32,64,201,34,8,42,62,00,Master,False,other,53,male
1303,28,4,74,1,2,12,44,81,183,35,7,49,86,00,Bachelor,False,Birmingham,52,male
1304,17,12,5,66,19,2,21,87,195,33,4,84,79,11,High School,False,other,23,female
1308,31,2,5,8,1,83,32,88,250,34,6,68,80,20,Master,True,Birmingham,23,female
1309,61,0,7,7,2,98,10,71,206,34,6,54,85,20,Master,False,London,54,male
1310,6,13,0,41,14,2,26,73,209,34,5,69,82,10,less than high school,False,Birmingham,18,female
1313,70,1,2,1,2,97,21,86,196,36,5,68,78,20,Master,False,other,26,female
1314,9,3,65,2,0,21,21,86,196,36,5,68,82,00,High School,False,other,22,male
1315,19,20,4,47,15,17,27,83,210,34,6,59,75,10,Master,False,other,20,female
1317,52,1,2,3,2,72,46,91,215,33,7,55,68,20,less than high school,True,other,22,female
1318,72,2,3,3,1,94,27,83,210,34,6,59,75,20,Bachelor,False,London,23,male
1325,17,2,37,4,2,5,24,77,178,35,6,53,76,00,less than high school,False,London,61,male
1330,14,9,5,44,12,9,26,83,210,34,6,59,75,10,less than high school,False,other,34,female
1331,12,24,3,64,12,17,26,107,222,34,5,78,89,10,less than high school,False,other,29,female
1333,19,20,4,34,24,3,22,79,243,33,5,76,70,10,Master,False,Birmingham,22,female
1334,11,19,4,19,25,17,0,166,208,35,5,82,62,10,PhD,False,other,23,female
1335,16,4,85,7,2,12,2,69,157,35,7,38,77,00,PhD,False,other,47,male
1337,9,24,5,65,7,8,0,57,171,35,4,66,73,10,High School,False,Birmingham,20,female
1340,82,1,0,4,2,83,2,84,192,35,5,63,71,20,High School,False,other,24,female
1341,5,24,5,73,21,0,2,84,192,35,5,63,71,10,High School,False,other,22,female
1342,12,13,1,88,22,19,2,85,204,35,5,66,75,10,PhD,True,other,25,female
1344,6,7,4,75,15,16,48,77,265,32,5,85,66,11,High School,False,other,37,female
1351,5,1,91,2,1,21,1,65,144,35,5,49,66,00,Master,False,other,22,male
1352,82,0,0,3,2,91,3,86,227,35,5,71,72,20,PhD,True,other,28,male
1353,13,22,1,57,9,9,3,86,227,35,5,71,72,10,less than high school,False,other,25,female
1355,46,2,3,0,1,59,25,86,175,35,4,81,63,20,less than high school,False,Birmingham,21,male
1356,1,18,1,64,19,17,25,84,175,35,4,80,62,10,Master,False,other,18,female
1358,15,19,0,54,13,13,17,168,238,34,5,92,110,11,High School,False,other,25,male
1362,63,0,1,5,2,93,40,91,230,32,6,66,64,20,Master,False,other,55,male
1364,58,2,6,1,0,57,2,96,183,36,5,64,68,20,Bachelor,False,Birmingham,37,male
1365,28,0,3,3,1,53,9,115,232,33,6,65,68,20,High School,True,London,31,male
1366,70,0,0,10,0,52,8,94,201,34,5,68,68,20,less than high school,False,other,34,male
1369,14,3,109,6,2,0,0,69,159,35,4,66,62,00,PhD,False,other,22,male
1371,34,3,61,2,2,0,56,153,177,34,10,42,63,00,Master,False,Birmingham,21,male
1373,82,2,3,6,1,60,27,110,221,34,4,98,92,21,Bachelor,False,Birmingham,72,male
1375,12,4,59,6,1,17,26,83,203,34,5,70,71,00,High School,False,London,46,male
1376,9,21,0,44,16,19,20,86,174,32,5,63,65,10,High School,False,other,28,female
1377,16,13,2,26,12,10,26,90,190,39,6,58,81,10,less than high school,False,other,21,male
1379,5,7,2,49,9,1,2,77,196,35,6,52,69,10,Bachelor,True,other,55,female
1380,15,24,1,86,19,7,2,77,196,35,6,52,69,10,Master,True,Birmingham,24,female
1384,10,1,111,1,1,4,15,107,204,33,5,72,78,00,High School,True,other,23,female
1385,20,4,113,1,0,9,25,76,222,33,4,89,92,01,Master,True,Birmingham,21,male
1386,33,1,0,3,1,65,7,100,208,34,6,59,66,20,High School,False,Birmingham,20,male
1388,30,1,5,11,2,79,31,83,233,35,7,55,65,20,Master,False,Birmingham,71,female
1390,8,17,4,48,25,3,0,68,135,37,6,40,73,10,Master,False,Birmingham,22,male
1392,10,1,56,3,0,9,6,70,164,33,5,55,63,00,Master,False,other,30,female
1394,50,1,4,7,1,54,14,70,222,35,5,69,85,20,High School,False,other,23,male
1395,7,4,58,5,1,18,10,92,240,35,6,63,61,00,Master,False,Birmingham,22,male
1396,10,12,5,39,10,18,10,90,240,35,6,63,62,10,PhD,False,Birmingham,20,female
1397,8,10,4,45,23,15,26,80,202,34,5,69,75,10,High School,False,other,52,female
1398,12,3,114,7,2,3,12,83,220,37,6,59,71,00,less than high school,True,Birmingham,36,male
1399,72,0,2,7,2,91,0,68,197,36,7,43,68,20,PhD,True,Birmingham,23,male
1400,18,1,96,4,2,7,21,80,211,34,5,70,91,00,Bachelor,False,Birmingham,24,male
1402,11,18,2,55,22,13,42,52,213,36,8,43,64,10,less than high school,False,other,18,female
1404,73,2,3,11,0,96,39,82,264,36,6,71,70,20,High School,False,other,74,male
1405,80,2,3,5,2,55,30,62,188,34,9,35,76,20,High School,False,Birmingham,28,male
1407,0,16,3,70,7,2,0,64,183,37,9,32,98,10,less than high school,False,Birmingham,32,female
1409,73,1,6,9,2,94,0,64,183,37,9,32,98,20,High School,True,London,22,female
1410,14,15,5,36,9,2,0,82,150,37,4,68,63,10,less than high school,False,other,26,female
1411,61,2,3,7,2,54,40,71,213,37,7,52,66,20,PhD,True,other,37,male
1412,14,21,4,34,7,17,34,62,239,34,9,41,66,10,High School,True,other,51,female
1413,18,22,5,38,16,14,25,104,213,32,9,42,70,10,Bachelor,True,other,21,female
1414,11,21,4,22,8,12,59,77,285,33,8,57,61,10,Bachelor,False,Birmingham,24,female
1416,41,0,6,3,2,52,59,77,285,33,8,57,61,20,less than high school,False,other,34,male
1417,17,0,48,6,0,20,33,64,188,35,8,40,79,00,High School,False,London,22,male
1420,26,0,3,4,0,100,1,77,183,33,5,59,61,20,High School,False,other,66,female
1421,84,2,6,3,2,67,18,79,218,35,6,59,82,20,less than high school,False,Birmingham,64,male
1422,33,3,89,4,0,18,0,79,197,35,8,39,97,00,High School,True,Birmingham,58,male
1424,45,1,0,5,1,77,37,76,239,34,7,56,66,20,Bachelor,False,Birmingham,23,male
1426,8,15,4,37,12,12,37,46,232,36,7,51,81,10,High School,False,London,27,male
1428,3,9,2,30,14,10,0,72,211,35,6,53,85,10,less than high school,True,other,52,female
1429,23,2,5,8,2,66,40,49,206,35,9,37,96,20,High School,False,other,68,male
1430,52,1,5,2,2,70,24,66,197,35,6,54,76,20,Master,False,other,70,female
1432,17,3,53,1,1,21,0,42,169,36,8,31,61,00,High School,False,other,38,male
1433,17,9,3,65,10,12,16,69,195,36,7,46,69,10,High School,False,other,34,female
1436,23,0,45,4,0,21,38,169,279,33,6,87,85,00,Bachelor,False,other,45,male
1440,2,7,2,81,15,17,32,62,176,34,7,44,73,10,less than high school,True,other,23,female
1441,11,17,0,56,20,13,19,94,232,33,5,76,77,10,Master,False,other,21,female
1445,29,0,4,1,1,54,19,94,232,33,5,76,77,20,Master,False,Birmingham,35,male
1446,84,2,4,6,2,62,2,78,232,36,8,44,76,20,High School,True,London,24,female
1447,3,7,4,62,26,1,0,80,230,36,7,50,80,10,High School,True,Birmingham,20,female
1448,14,4,39,1,2,0,1,80,225,36,7,49,98,00,less than high school,False,other,25,male
1449,44,0,7,9,0,77,31,56,176,34,8,38,73,20,High School,False,Birmingham,59,male
1450,11,15,5,54,22,8,32,62,176,34,7,44,73,10,High School,False,other,40,female
1451,24,1,2,6,2,96,44,104,237,35,8,53,66,20,High School,False,other,54,male
1453,8,11,1,88,14,5,33,74,231,36,6,63,85,10,less than high school,True,London,66,female
1454,16,21,1,35,16,8,63,73,293,34,7,67,65,10,Bachelor,False,other,24,female
1455,10,13,4,63,21,5,0,52,175,37,6,44,67,10,Master,False,other,35,female
1456,11,10,3,47,14,19,6,50,122,34,5,43,96,12,Master,True,Birmingham,31,female
1457,2,9,5,62,16,2,33,74,231,36,6,63,85,10,High School,True,Birmingham,19,female
1458,86,0,5,2,1,66,40,67,207,35,6,59,66,20,less than high school,False,London,23,male
1459,67,2,4,0,2,87,35,54,173,35,8,38,65,20,less than high school,False,other,36,female
1461,69,1,5,7,0,70,0,60,221,38,6,54,64,20,less than high school,False,other,62,female
1462,39,0,5,9,0,88,3,75,193,35,6,51,72,20,Master,False,Birmingham,69,male
1463,8,2,96,7,2,13,1,76,188,35,5,60,72,00,High School,False,other,36,male
1464,35,0,98,0,1,15,10,63,201,36,7,45,92,00,High School,False,Birmingham,71,male
1469,52,0,2,11,2,86,5,61,230,35,6,56,78,20,less than high school,False,Birmingham,56,female
1471,15,8,4,36,15,1,8,67,144,36,5,51,66,10,High School,False,other,19,female
1472,20,0,81,3,0,19,60,73,219,35,8,49,81,00,Master,False,other,22,male
1473,30,2,120,2,1,12,8,71,145,35,5,52,72,00,Bachelor,True,other,22,male
1475,17,4,87,6,0,18,11,48,109,37,9,23,74,00,PhD,False,London,25,male
1478,2,0,61,1,1,10,5,82,254,36,5,76,61,00,less than high school,False,other,75,male
1479,5,2,97,1,0,0,60,104,259,35,7,66,68,00,High School,False,London,63,male
1480,38,2,1,2,0,95,3,80,182,38,6,51,64,20,High School,False,other,57,female
1482,18,12,3,47,11,9,54,114,234,35,6,73,61,10,Master,False,other,22,female
1483,0,14,2,66,20,5,44,42,193,35,6,53,64,10,Bachelor,False,other,22,female
1486,14,17,1,39,12,2,21,70,194,35,6,54,67,10,less than high school,False,Birmingham,27,female
1488,67,1,4,10,0,53,4,49,164,39,6,43,63,20,High School,False,Birmingham,57,male
1489,67,0,6,0,0,91,10,48,171,36,8,34,62,20,High School,False,London,57,male
1490,40,0,4,5,1,59,49,39,147,35,6,45,66,22,Bachelor,False,other,21,male
1491,60,0,5,9,2,99,4,49,164,39,6,43,63,20,Bachelor,True,Birmingham,64,male
1493,6,11,3,40,18,2,26,89,214,34,6,61,81,10,Master,False,Birmingham,31,female
1495,13,15,4,61,19,15,2,80,181,35,8,38,73,10,Master,False,other,57,male
1497,2,11,1,64,9,2,3,54,185,36,6,47,65,10,Bachelor,False,Birmingham,22,female
1499,30,1,48,4,1,19,3,54,185,36,6,47,65,00,High School,False,Birmingham,23,male
1500,54,0,4,7,2,65,4,76,185,34,5,60,66,20,less than high school,True,Birmingham,60,male
1501,3,3,110,3,2,18,29,83,216,33,5,73,79,00,Master,False,other,60,male
1502,46,2,2,3,0,99,18,78,215,35,5,70,73,20,less than high school,False,other,20,male
1503,9,15,5,33,12,8,39,77,196,37,7,50,64,10,Master,False,London,47,female
1504,30,1,4,10,0,81,57,106,207,35,6,68,63,20,High School,True,other,21,male
1506,16,20,2,50,14,3,5,70,197,37,7,45,64,10,High School,True,other,48,female
1509,22,0,78,6,1,0,40,62,162,34,7,43,65,00,Bachelor,True,Birmingham,26,male
1511,9,24,4,53,11,4,4,68,232,36,7,49,77,10,Master,False,Birmingham,23,female
1512,0,19,4,70,10,10,4,61,203,37,6,51,69,10,High School,False,other,24,female
1515,67,2,1,2,0,53,21,74,262,37,7,57,74,20,PhD,True,Birmingham,62,male
1516,15,21,3,51,9,11,25,71,214,36,10,35,81,10,Master,False,London,36,female
1518,13,3,124,6,1,1,46,114,217,35,6,69,65,00,Master,False,other,49,male
1519,14,4,40,4,2,15,8,106,221,36,6,62,72,00,High School,False,other,71,female
1520,9,14,3,86,14,3,6,63,180,35,8,36,87,10,High School,False,other,23,female
1522,3,12,0,78,20,2,25,71,214,36,10,35,81,10,High School,True,Birmingham,44,male
1523,18,7,4,46,11,16,25,76,190,35,6,55,87,10,Master,False,London,20,female
1527,17,22,1,31,13,10,7,71,185,34,7,43,73,10,High School,False,Birmingham,19,female
1530,14,20,3,23,21,15,9,63,170,36,7,40,67,10,High School,True,other,24,female
1532,34,4,111,4,0,1,13,58,200,34,7,44,76,00,High School,False,Birmingham,28,male
1533,42,2,6,3,2,53,30,74,233,35,6,62,90,20,less than high school,False,Birmingham,28,female
1538,64,1,3,5,1,91,9,81,192,37,6,54,73,20,High School,False,other,36,female
1542,28,0,1,11,1,98,2,64,176,34,6,46,87,20,PhD,False,other,73,male
1544,81,2,6,11,2,54,43,63,195,33,8,42,70,20,Master,False,Birmingham,35,male
1545,3,15,1,87,7,2,33,59,190,35,6,53,74,10,High School,True,other,31,female
1548,13,8,1,88,11,5,50,99,249,32,6,72,77,10,High School,True,London,24,female
1549,4,19,1,70,25,4,30,74,164,34,7,44,75,10,Bachelor,False,Birmingham,31,female
1552,8,23,2,32,17,3,1,103,203,37,7,50,90,10,PhD,True,Birmingham,23,female
1553,23,3,54,6,2,6,0,80,244,36,6,60,76,00,less than high school,False,other,22,male
1554,34,4,93,7,1,16,2,62,212,37,6,53,73,00,High School,True,other,28,female
1555,33,0,127,2,1,11,17,65,186,36,7,44,73,00,Bachelor,False,Birmingham,45,female
1556,80,1,4,6,2,91,4,66,214,37,6,54,70,20,High School,True,other,28,female
1561,15,10,0,37,10,5,26,80,211,34,5,71,89,10,Master,True,other,26,female
1563,4,21,1,74,15,11,13,76,194,34,5,64,70,10,High School,False,London,19,female
1564,13,3,43,4,0,8,13,76,194,34,5,64,70,00,High School,False,other,36,male
1565,34,0,1,7,0,62,2,61,180,35,8,35,84,20,High School,True,Birmingham,74,male
1566,2,10,4,30,19,5,64,59,182,35,7,49,82,10,High School,False,other,27,female
1567,67,1,6,2,1,98,13,76,194,34,5,64,70,20,less than high school,True,Birmingham,61,male
1568,1,11,4,63,20,9,13,77,213,35,6,57,83,10,Master,False,other,25,male
1569,35,1,5,1,1,83,14,56,159,36,6,45,73,20,PhD,False,London,26,female
1571,1,10,2,67,7,8,14,38,186,36,6,46,73,10,High School,False,other,22,female
1572,26,1,5,8,1,63,32,69,214,35,5,70,93,20,less than high school,False,other,23,female
1573,36,2,64,6,1,19,20,75,175,37,7,44,73,00,PhD,False,London,22,female
1574,76,1,4,5,1,94,78,74,224,35,5,83,81,21,Master,False,Birmingham,30,female
1576,43,0,2,6,2,53,63,81,203,34,8,48,74,20,Bachelor,False,Birmingham,64,male
1577,45,0,6,6,0,77,15,76,211,37,6,57,71,20,less than high school,False,other,23,male
1578,29,0,121,0,0,15,15,118,192,36,7,52,71,00,High School,True,other,25,male
1579,18,12,2,56,14,7,9,53,160,37,6,44,82,10,High School,True,other,26,male
1580,11,12,5,87,22,1,33,68,176,35,6,52,67,10,High School,False,London,22,female
1581,27,0,4,10,2,97,9,53,160,37,6,44,82,20,less than high school,False,other,70,male
1582,34,0,6,8,2,96,10,53,151,37,5,51,71,20,less than high school,False,London,69,female
1583,4,4,41,4,2,18,29,74,201,35,6,57,90,00,less than high school,False,other,41,male
1584,5,13,2,49,21,10,44,61,179,34,8,40,82,10,Bachelor,False,other,24,female
1586,8,24,4,28,24,6,41,65,181,35,8,41,92,10,PhD,False,Birmingham,20,male
1587,9,15,5,31,15,10,11,66,179,37,7,42,76,10,High School,True,other,28,female
1588,6,4,56,5,1,13,33,68,163,34,8,38,92,00,Master,False,other,80,female
1589,58,1,1,0,1,61,20,73,246,34,5,75,87,20,High School,False,other,21,male
1591,48,0,3,9,1,92,9,89,160,38,6,50,74,20,High School,False,Birmingham,65,female
1592,1,17,2,88,13,10,13,76,200,36,8,41,87,10,High School,False,other,34,male
1595,63,0,6,9,0,51,10,62,186,37,8,37,97,20,PhD,False,Birmingham,24,male
1599,51,0,7,4,2,78,36,45,322,31,4,109,103,21,High School,False,other,72,male
1600,27,0,4,8,0,101,34,49,160,34,5,56,72,22,Bachelor,True,Birmingham,30,male
1603,16,24,2,80,10,2,32,58,197,33,4,80,105,11,less than high school,False,London,52,female
1607,25,2,123,4,1,15,34,49,160,34,5,56,72,02,Bachelor,False,other,51,female
1611,2,11,1,61,10,15,37,40,113,33,6,38,74,12,Master,False,other,21,male
1612,15,21,1,88,26,1,40,44,95,37,5,44,106,12,Bachelor,False,Birmingham,57,female
1613,7,23,3,67,26,8,62,40,304,31,7,63,99,11,High School,False,other,20,female
1615,21,0,91,5,0,12,4,46,132,34,4,54,88,02,High School,False,other,34,female
1616,13,17,3,40,23,4,48,29,48,35,4,40,87,12,Bachelor,False,London,25,female
1617,79,2,3,7,2,85,42,33,106,33,5,43,75,22,High School,False,Birmingham,22,female
1619,33,1,94,5,2,2,48,29,48,35,4,40,87,02,Master,False,London,22,male
1620,45,1,0,8,1,57,38,38,95,33,4,51,77,22,High School,False,other,72,male
1621,24,3,62,2,2,13,42,49,137,36,5,53,99,02,less than high school,True,other,29,female
1623,14,23,3,45,26,19,41,52,185,36,5,63,74,10,High School,False,other,21,female
1625,0,22,1,17,17,15,35,52,137,36,4,65,93,12,High School,False,other,24,female
1626,12,12,2,43,13,18,39,51,208,35,5,67,90,11,High School,False,other,28,male
1628,6,1,105,7,0,12,36,33,81,32,7,26,95,02,Master,False,London,65,female
1629,17,14,1,28,9,18,39,44,239,33,5,71,78,11,Master,True,other,22,female
1630,7,17,1,28,16,18,34,42,146,36,4,65,65,12,less than high school,True,Birmingham,19,female
1633,41,1,3,2,2,71,20,44,211,35,4,78,80,21,High School,False,London,56,male
1635,48,2,3,11,0,86,23,51,146,34,4,64,83,22,less than high school,True,London,56,female
1636,1,22,0,81,13,14,32,53,81,33,3,67,96,12,less than high school,False,Birmingham,19,female
1637,35,1,126,0,2,12,39,57,297,34,4,107,103,01,Master,True,Birmingham,55,female
1638,72,1,7,4,1,67,39,57,297,34,4,107,103,21,less than high school,True,London,21,male
1640,3,14,2,48,9,17,39,173,153,32,3,133,121,11,Bachelor,False,other,33,female
1642,51,1,7,1,2,96,27,57,146,34,6,44,91,22,High School,False,Birmingham,33,male
1643,56,1,1,0,0,63,26,60,146,34,6,45,91,22,Master,False,other,24,male
1644,63,0,2,2,0,87,31,58,139,33,5,53,96,22,High School,True,Birmingham,34,male
1650,1,21,2,69,15,4,29,68,99,35,6,39,97,12,Master,False,other,22,female
1651,19,15,3,59,19,8,33,57,90,35,5,43,79,12,High School,False,other,64,female
1653,0,10,5,59,17,9,59,147,137,32,4,94,96,11,Bachelor,False,London,18,male
1655,13,21,0,85,16,11,34,43,211,32,5,64,95,11,High School,False,Birmingham,38,female
1658,18,0,84,7,2,18,36,38,127,35,3,79,102,01,less than high school,False,other,23,female
1659,14,11,3,87,10,3,24,92,185,32,5,67,88,11,Master,False,other,22,female
1660,13,7,1,63,23,6,26,48,234,34,4,86,108,11,Bachelor,True,Birmingham,18,female
1661,32,2,4,7,2,73,7,35,90,32,3,55,75,22,High School,False,London,22,male
1665,34,2,5,0,0,60,24,40,74,34,5,35,85,22,High School,False,Birmingham,68,female
1667,14,16,2,32,10,3,31,46,127,35,6,40,88,12,High School,False,other,44,female
1668,0,18,5,31,26,3,29,50,211,33,4,81,79,11,Bachelor,False,other,35,female
1670,11,7,4,17,21,19,23,61,201,35,6,54,108,10,less than high school,False,other,47,female
1671,0,15,4,54,11,9,28,63,215,39,7,50,89,10,High School,True,other,26,female
1672,61,2,5,0,2,73,46,54,162,31,5,59,67,22,High School,False,other,60,female
1673,17,4,48,6,1,3,31,46,127,35,6,40,88,02,PhD,True,Birmingham,25,male
1674,2,11,4,45,21,10,29,50,211,33,4,81,79,11,Master,False,Birmingham,26,female
1676,10,13,4,40,22,13,34,42,95,35,6,35,78,12,Bachelor,True,Birmingham,23,male
1677,10,12,4,29,9,13,30,64,208,31,6,56,84,11,less than high school,False,London,25,female
1680,62,0,7,3,0,68,34,50,264,34,6,64,109,21,High School,False,other,24,female
1681,9,24,2,66,10,7,20,63,174,33,4,73,105,11,less than high school,False,Birmingham,24,male
1683,16,12,4,30,19,15,61,45,239,32,4,95,112,11,High School,False,other,19,female
1685,18,15,0,83,23,11,63,44,239,32,4,95,113,11,High School,True,other,21,female
1691,4,15,5,54,9,7,33,35,67,34,4,43,105,12,Bachelor,False,Birmingham,31,female
1692,86,2,5,7,2,50,33,34,65,34,4,42,106,22,High School,False,other,72,male
1693,28,2,43,2,0,8,32,40,104,34,4,53,109,02,Master,False,other,23,male
1697,24,0,95,4,1,3,46,38,197,30,3,104,62,01,Master,False,Birmingham,28,male
1698,10,24,2,48,8,3,66,46,250,33,5,79,84,11,Master,False,other,38,female
1699,15,11,3,49,9,11,37,60,241,31,4,93,110,11,Bachelor,True,other,19,female
1701,3,16,4,39,12,7,24,50,229,35,4,85,113,11,less than high school,False,other,19,female
1707,18,10,4,78,23,3,35,40,276,33,6,64,118,11,less than high school,False,other,30,male
1708,84,0,0,2,2,59,28,51,130,34,6,41,95,22,less than high school,True,other,33,male
1710,6,24,4,83,7,14,46,52,299,32,5,86,103,11,High School,False,other,34,female
1711,1,9,5,24,15,17,50,56,257,31,5,79,126,11,Master,False,Birmingham,38,female
