Cust_ID,education_level,dependents,city,age,sex
1417,High School,False,London,22,male
1420,High School,False,other,66,female
1421,less than high school,False,Birmingham,64,male
1422,High School,True,Birmingham,58,male
1424,Bachelor,False,Birmingham,23,male
1426,High School,False,London,27,male
1428,less than high school,True,other,52,female
1429,High School,False,other,68,male
1430,Master,False,other,70,female
1432,High School,False,other,38,male
1433,High School,False,other,34,female
1434,Bachelor,False,London,30,female
1435,less than high school,False,other,27,female
1436,Bachelor,False,other,45,male
1440,less than high school,True,other,23,female
1441,Master,False,other,21,female
1445,Master,False,Birmingham,35,male
1446,High School,True,London,24,female
1447,High School,True,Birmingham,20,female
1448,less than high school,False,other,25,male
1449,High School,False,Birmingham,59,male
1450,High School,False,other,40,female
1451,High School,False,other,54,male
1453,less than high school,True,London,66,female
1454,Bachelor,False,other,24,female
1455,Master,False,other,35,female
1456,Master,True,Birmingham,31,female
1457,High School,True,Birmingham,19,female
1458,less than high school,False,London,23,male
1459,less than high school,False,other,36,female
1461,less than high school,False,other,62,female
1462,Master,False,Birmingham,69,male
1463,High School,False,other,36,male
1464,High School,False,Birmingham,71,male
1469,less than high school,False,Birmingham,56,female
1471,High School,False,other,19,female
1472,Master,False,other,22,male
1473,Bachelor,True,other,22,male
1475,PhD,False,London,25,male
1476,High School,False,other,34,male
1478,less than high school,False,other,75,male
1479,High School,False,London,63,male
1480,High School,False,other,57,female
1482,Master,False,other,22,female
1483,Bachelor,False,other,22,female
1486,less than high school,False,Birmingham,27,female
1488,High School,False,Birmingham,57,male
1489,High School,False,London,57,male
1490,Bachelor,False,other,21,male
1491,Bachelor,True,Birmingham,64,male
1493,Master,False,Birmingham,31,female
1495,Master,False,other,57,male
1497,Bachelor,False,Birmingham,22,female
1499,High School,False,Birmingham,23,male
1500,less than high school,True,Birmingham,60,male
1501,Master,False,other,60,male
1502,less than high school,False,other,20,male
1503,Master,False,London,47,female
1504,High School,True,other,21,male
1506,High School,True,other,48,female
1509,Bachelor,True,Birmingham,26,male
1511,Master,False,Birmingham,23,female
1512,High School,False,other,24,female
1515,PhD,True,Birmingham,62,male
1516,Master,False,London,36,female
1518,Master,False,other,49,male
1519,High School,False,other,71,female
1520,High School,False,other,23,female
1522,High School,True,Birmingham,44,male
1523,Master,False,London,20,female
1527,High School,False,Birmingham,19,female
1530,High School,True,other,24,female
1532,High School,False,Birmingham,28,male
1533,less than high school,False,Birmingham,28,female
1538,High School,False,other,36,female
1542,PhD,False,other,73,male
1544,Master,False,Birmingham,35,male
1545,High School,True,other,31,female
1548,High School,True,London,24,female
1549,Bachelor,False,Birmingham,31,female
1552,PhD,True,Birmingham,23,female
1553,less than high school,False,other,22,male
1554,High School,True,other,28,female
1555,Bachelor,False,Birmingham,45,female
1556,High School,True,other,28,female
1561,Master,True,other,26,female
1563,High School,False,London,19,female
1564,High School,False,other,36,male
1565,High School,True,Birmingham,74,male
1566,High School,False,other,27,female
1567,less than high school,True,Birmingham,61,male
1568,Master,False,other,25,male
1569,PhD,False,London,26,female
1571,High School,False,other,22,female
1572,less than high school,False,other,23,female
1573,PhD,False,London,22,female
1574,Master,False,Birmingham,30,female
1576,Bachelor,False,Birmingham,64,male
1577,less than high school,False,other,23,male
1578,High School,True,other,25,male
1579,High School,True,other,26,male
1580,High School,False,London,22,female
1581,less than high school,False,other,70,male
1582,less than high school,False,London,69,female
1583,less than high school,False,other,41,male
1584,Bachelor,False,other,24,female
1586,PhD,False,Birmingham,20,male
1587,High School,True,other,28,female
1588,Master,False,other,80,female
1589,High School,False,other,21,male
1591,High School,False,Birmingham,65,female
1592,High School,False,other,34,male
1595,PhD,False,Birmingham,24,male
1599,High School,False,other,72,male
1600,Bachelor,True,Birmingham,30,male
1603,less than high school,False,London,52,female
1607,Bachelor,False,other,51,female
1611,Master,False,other,21,male
1612,Bachelor,False,Birmingham,57,female
1613,High School,False,other,20,female
1615,High School,False,other,34,female
1616,Bachelor,False,London,25,female
1617,High School,False,Birmingham,22,female
1619,Master,False,London,22,male
1620,High School,False,other,72,male
1621,less than high school,True,other,29,female
1623,High School,False,other,21,female
1625,High School,False,other,24,female
1626,High School,False,other,28,male
1628,Master,False,London,65,female
1629,Master,True,other,22,female
1630,less than high school,True,Birmingham,19,female
1633,High School,False,London,56,male
1635,less than high school,True,London,56,female
1636,less than high school,False,Birmingham,19,female
1637,Master,True,Birmingham,55,female
1638,less than high school,True,London,21,male
1640,Bachelor,False,other,33,female
1642,High School,False,Birmingham,33,male
1643,Master,False,other,24,male
1644,High School,True,Birmingham,34,male
1650,Master,False,other,22,female
1651,High School,False,other,64,female
1653,Bachelor,False,London,18,male
1655,High School,False,Birmingham,38,female
1658,less than high school,False,other,23,female
1659,Master,False,other,22,female
1660,Bachelor,True,Birmingham,18,female
1661,High School,False,London,22,male
1665,High School,False,Birmingham,68,female
1667,High School,False,other,44,female
1668,Bachelor,False,other,35,female
1670,less than high school,False,other,47,female
1671,High School,True,other,26,female
1672,High School,False,other,60,female
1673,PhD,True,Birmingham,25,male
1674,Master,False,Birmingham,26,female
1676,Bachelor,True,Birmingham,23,male
1677,less than high school,False,London,25,female
1680,High School,False,other,24,female
1681,less than high school,False,Birmingham,24,male
1683,High School,False,other,19,female
1685,High School,True,other,21,female
1691,Bachelor,False,Birmingham,31,female
1692,High School,False,other,72,male
1693,Master,False,other,23,male
1697,Master,False,Birmingham,28,male
1698,Master,False,other,38,female
1699,Bachelor,True,other,19,female
1701,less than high school,False,other,19,female
1707,less than high school,False,other,30,male
1708,less than high school,True,other,33,male
1710,High School,False,other,34,female
1711,Master,False,Birmingham,38,female
1712,High School,False,other,19,male
1714,High School,False,London,35,male
1715,High School,True,other,25,female
1717,less than high school,True,other,28,male
1719,less than high school,True,London,57,female
1722,Bachelor,False,London,20,female
1723,less than high school,False,other,22,male
1725,High School,False,other,51,female
1726,Bachelor,False,London,29,male
1727,High School,True,Birmingham,56,male
1728,less than high school,False,London,20,male
1729,High School,False,other,18,female
1732,High School,False,London,43,female
1733,High School,False,other,21,female
1736,Bachelor,False,London,24,female
1738,High School,False,other,23,male
1739,High School,False,other,22,male
1740,Bachelor,False,Birmingham,37,female
1741,High School,False,London,18,female
1742,High School,False,other,30,male
1745,High School,True,other,60,female
1746,High School,True,Birmingham,23,female
1747,Bachelor,False,other,66,female
1748,High School,False,other,70,male
1750,Bachelor,True,other,66,female
1753,Bachelor,True,Birmingham,26,female
1754,Master,True,other,23,female
1756,High School,False,other,23,male
1758,less than high school,False,Birmingham,29,female
1762,Bachelor,False,Birmingham,27,male
1765,High School,True,other,21,male
1766,Bachelor,False,Birmingham,47,female
1767,less than high school,False,Birmingham,58,male
1769,Master,False,London,35,male
1770,Bachelor,False,other,22,female
1772,High School,False,London,32,male
1774,High School,True,other,24,male
1775,Master,False,London,19,female
1777,Bachelor,False,Birmingham,71,male
1778,Bachelor,False,London,21,female
1780,Master,True,Birmingham,24,female
1781,Bachelor,False,other,32,female
1783,High School,False,other,31,female
1785,less than high school,False,Birmingham,25,female
1788,less than high school,False,London,20,female
1791,Bachelor,False,London,21,female
1793,less than high school,True,other,21,male
1796,High School,False,other,24,female
1797,High School,False,London,18,female
1798,Bachelor,False,Birmingham,59,female
1799,Bachelor,False,other,66,female
1800,Master,False,Birmingham,18,male
1801,less than high school,False,other,24,female
1804,Bachelor,False,other,23,female
1805,High School,False,other,19,female
1807,High School,False,other,20,female
1809,PhD,True,other,24,female
1810,Bachelor,False,other,56,female
1811,High School,True,Birmingham,55,male
1812,Master,False,other,21,female
1813,less than high school,True,Birmingham,23,male
1815,Bachelor,True,London,20,female
1817,High School,False,other,25,female
1818,High School,True,Birmingham,32,male
1820,Master,False,Birmingham,59,male
1822,PhD,False,Birmingham,78,male
1823,High School,True,London,25,female
1824,High School,False,other,25,male
1825,less than high school,False,other,26,male
1827,Master,False,Birmingham,28,female
1831,High School,True,other,29,female
1833,less than high school,True,other,28,male
1837,less than high school,False,Birmingham,21,female
1838,Master,False,other,23,female
1839,less than high school,True,other,20,male
1840,Bachelor,False,Birmingham,55,female
1841,High School,True,other,50,female
1842,Master,False,other,52,female
1843,Bachelor,True,Birmingham,57,female
1846,Bachelor,True,other,37,male
1848,High School,False,Birmingham,30,female
1849,High School,False,Birmingham,30,female
1850,less than high school,True,other,23,female
1851,less than high school,True,other,20,female
1852,High School,True,Birmingham,20,male
1853,High School,True,other,30,female
1854,High School,False,Birmingham,57,male
1859,less than high school,True,other,20,male
1860,Bachelor,False,Birmingham,28,male
1863,Bachelor,False,London,19,female
1865,High School,False,London,20,female
1866,High School,False,Birmingham,18,female
1867,Bachelor,False,other,29,female
1868,High School,False,London,63,male
1872,Bachelor,True,London,34,female
1877,High School,False,Birmingham,26,male
1878,High School,False,other,21,female
1879,Bachelor,False,Birmingham,21,male
1880,Bachelor,False,Birmingham,63,female
1881,Bachelor,True,London,24,male
1882,less than high school,False,London,22,male
1883,Bachelor,False,other,24,female
1884,Bachelor,False,other,19,female
1886,High School,True,Birmingham,36,female
1887,High School,False,Birmingham,20,male
1889,High School,False,other,55,female
1890,Bachelor,False,other,69,male
1892,High School,False,other,57,male
1893,High School,False,Birmingham,37,male
1895,Bachelor,False,Birmingham,72,male
1896,Master,True,other,71,male
1898,less than high school,False,Birmingham,22,male
1903,less than high school,False,other,24,female
1905,less than high school,False,Birmingham,26,female
1906,PhD,False,Birmingham,27,male
1907,PhD,False,Birmingham,37,male
1909,PhD,False,other,21,male
1912,less than high school,True,Birmingham,30,female
1913,less than high school,False,other,21,female
1914,High School,True,other,25,female
1915,High School,False,Birmingham,62,male
1916,Master,False,other,38,female
1917,Master,False,Birmingham,59,female
1918,High School,True,London,33,male
1920,less than high school,False,other,21,female
1927,less than high school,False,other,65,male
1929,High School,True,Birmingham,23,female
1930,less than high school,False,Birmingham,32,female
1933,Bachelor,True,Birmingham,32,female
1938,Bachelor,False,Birmingham,64,female
1940,High School,False,other,38,female
1941,Bachelor,False,Birmingham,48,male
1945,High School,False,other,29,male
1949,High School,False,Birmingham,18,female
1952,Master,False,Birmingham,20,female
1953,Master,False,other,19,female
1954,High School,False,other,27,male
1955,Bachelor,True,other,22,male
1956,High School,False,other,22,female
1957,High School,False,Birmingham,74,male
1959,Bachelor,False,other,26,female
1961,High School,False,other,43,male
1962,High School,False,London,26,female
1963,Master,False,Birmingham,21,female
1964,less than high school,True,Birmingham,31,female
1967,High School,True,other,26,male
1969,High School,False,other,36,male
1970,Bachelor,False,Birmingham,18,female
1971,PhD,True,London,47,male
1972,Bachelor,False,Birmingham,19,female
1974,less than high school,True,London,74,male
1975,High School,False,London,31,male
1980,less than high school,True,other,36,male
1981,Master,False,other,48,male
1982,Master,False,other,24,female
1983,Master,False,London,23,female
1984,High School,True,other,27,male
1986,Bachelor,True,Birmingham,70,male
1988,Master,True,Birmingham,26,male
1989,Bachelor,False,other,25,male
1991,High School,False,other,25,female
1993,High School,False,other,19,female
1995,Bachelor,False,other,20,female
1998,Master,False,other,22,female
1999,PhD,False,Birmingham,36,male
2001,High School,False,other,23,female
2003,Master,False,Birmingham,25,male
2005,High School,True,other,22,female
2007,Master,False,London,18,male
2008,High School,False,other,34,male
2012,Bachelor,True,other,22,female
2013,less than high school,True,other,31,female
2014,High School,True,Birmingham,57,female
2015,less than high school,False,London,34,female
2017,Bachelor,False,Birmingham,42,male
2018,High School,False,Birmingham,21,male
2019,High School,False,other,63,male
2022,less than high school,True,London,66,male
2024,less than high school,True,other,50,male
2025,High School,True,Birmingham,37,female
2026,High School,True,London,59,female
2028,less than high school,True,London,27,male
2029,Bachelor,False,other,66,female
2030,High School,True,other,59,male
2032,less than high school,False,London,37,female
2034,High School,False,other,25,male
2035,High School,False,other,58,female
2036,less than high school,False,other,20,female
2039,Bachelor,True,London,51,male
2042,less than high school,True,Birmingham,23,female
2044,Bachelor,False,Birmingham,25,male
2045,High School,False,London,26,female
2047,High School,False,other,19,female
2048,PhD,True,Birmingham,33,female
2049,High School,True,other,72,female
2051,High School,True,other,21,female
2053,High School,False,London,19,female
2055,High School,False,other,32,female
2057,Bachelor,False,other,25,female
2058,Bachelor,False,London,19,male
2059,High School,True,other,51,female
2060,less than high school,False,Birmingham,74,male
2061,High School,False,Birmingham,28,male
2063,High School,False,other,21,male
2064,Bachelor,True,other,20,female
2066,Master,False,other,24,male
2068,less than high school,True,Birmingham,62,female
2069,High School,True,other,22,male
2070,Bachelor,False,London,72,male
2073,PhD,True,London,60,male
2075,High School,False,other,21,male
2077,Bachelor,False,other,18,female
2078,less than high school,False,other,58,male
2079,less than high school,False,Birmingham,65,male
2081,High School,False,other,20,female
2082,Master,False,other,21,female
2083,less than high school,True,other,36,female
2084,less than high school,False,other,20,female
2085,Bachelor,True,other,73,male
2086,Bachelor,True,London,56,male
2087,High School,False,Birmingham,20,female
2088,Master,False,Birmingham,65,male
2089,Bachelor,False,other,26,female
2091,less than high school,True,other,47,male
2092,Bachelor,False,London,23,male
2093,High School,False,Birmingham,47,female
2095,less than high school,False,London,22,male
2096,High School,True,London,61,male
2097,Master,False,other,24,female
2098,High School,True,other,25,female
2099,High School,True,other,41,female
2100,Master,False,other,31,female
2101,High School,False,Birmingham,62,male
2102,Bachelor,False,Birmingham,62,female
2106,Master,False,London,27,female
2107,Bachelor,False,Birmingham,52,male
2109,Master,True,Birmingham,72,male
2111,High School,False,other,61,female
2112,Master,True,other,20,female
2114,High School,False,other,23,male
2115,High School,True,Birmingham,62,male
2118,Master,False,Birmingham,21,female
2119,Master,False,Birmingham,27,female
2120,Bachelor,False,Birmingham,24,male
2121,High School,False,other,33,male
2123,High School,False,other,25,female
2124,Bachelor,True,other,29,female
2125,Bachelor,True,Birmingham,27,male
2126,PhD,False,Birmingham,68,male
2128,High School,False,Birmingham,25,female
2131,less than high school,True,Birmingham,35,female
2132,High School,False,other,58,male
2133,less than high school,False,Birmingham,23,male
2134,less than high school,False,Birmingham,45,female
2135,High School,False,Birmingham,32,female
2136,less than high school,False,other,19,female
2137,High School,True,other,21,female
2139,High School,True,London,28,male
2142,Bachelor,False,other,18,male
2143,less than high school,False,other,28,male
2144,High School,False,Birmingham,35,male
2147,Master,False,other,22,male
2148,High School,False,Birmingham,20,male
2149,High School,False,Birmingham,66,male
2150,Master,False,London,67,male
2151,Bachelor,False,Birmingham,22,female
2152,Bachelor,True,Birmingham,33,female
2153,Master,True,other,22,male
2154,Bachelor,False,other,51,female
2155,Bachelor,False,Birmingham,33,female
2156,PhD,True,other,23,female
2158,less than high school,False,other,30,female
2160,High School,False,Birmingham,36,female
2162,less than high school,False,other,24,female
2164,Master,False,other,37,female
2166,High School,False,London,20,female
2167,High School,True,other,27,male
2168,less than high school,True,London,69,male
2173,less than high school,False,London,45,male
2175,Bachelor,False,other,26,male
2176,less than high school,True,London,20,male
2177,High School,True,Birmingham,27,male
2179,Bachelor,True,other,37,female
2180,High School,False,London,18,female
2182,Bachelor,False,other,69,male
2183,High School,False,other,22,male
2186,High School,True,Birmingham,21,male
2187,High School,False,other,19,female
2188,High School,False,Birmingham,25,female
2189,Master,False,London,50,male
2195,High School,False,other,64,female
2196,High School,True,other,72,male
2197,less than high school,False,London,24,male
2198,Master,False,London,26,female
2204,Bachelor,True,other,20,male
2208,PhD,False,Birmingham,26,female
2211,Master,False,Birmingham,60,male
2214,Bachelor,True,other,24,female
2215,Master,False,other,21,female
2217,High School,True,other,37,male
2220,Bachelor,True,other,20,male
2226,PhD,False,London,31,female
2229,High School,True,Birmingham,54,female
2230,High School,True,Birmingham,53,female
2231,Bachelor,True,other,54,male
2232,High School,False,London,20,female
2236,High School,False,other,73,male
2237,less than high school,False,London,65,female
2238,less than high school,True,London,24,male
2242,High School,False,other,42,female
2243,Master,True,Birmingham,27,female
2244,less than high school,True,other,64,female
2246,High School,False,Birmingham,66,female
2247,less than high school,False,other,24,female
2249,Bachelor,False,Birmingham,20,female
2252,Master,False,other,29,female
2253,less than high school,True,London,29,female
2254,High School,True,other,36,male
2256,Master,False,London,23,female
2258,Bachelor,False,other,21,female
2259,Master,False,London,56,female
2263,High School,False,Birmingham,61,male
2264,Master,False,London,19,female
2265,High School,False,other,18,female
2269,High School,True,Birmingham,22,male
2271,Master,True,London,62,male
2273,Master,True,London,48,male
2274,Master,False,other,31,female
2276,High School,False,other,26,female
2277,High School,False,London,33,female
2279,Bachelor,True,Birmingham,65,male
2280,High School,True,Birmingham,42,male
2281,High School,False,Birmingham,34,female
2282,Bachelor,True,Birmingham,30,female
2283,Bachelor,True,other,61,male
2284,less than high school,False,London,59,female
2285,Bachelor,False,Birmingham,56,male
2286,less than high school,False,other,51,female
2287,Master,False,other,24,female
2288,Bachelor,True,other,70,male
2290,Master,True,other,54,female
2291,High School,True,Birmingham,34,female
2295,Master,False,other,37,female
2297,High School,False,other,18,female
2298,Master,False,other,24,female
2299,High School,False,other,21,female
2300,less than high school,False,other,25,male
2304,Bachelor,False,Birmingham,32,female
2305,less than high school,False,Birmingham,21,male
2306,High School,True,other,38,male
2308,Master,False,London,24,female
2310,High School,False,Birmingham,27,male
2311,High School,False,London,36,male
2312,less than high school,False,London,29,female
2313,High School,True,other,43,female
2314,High School,False,Birmingham,21,male
2316,High School,True,London,35,male
2317,less than high school,False,Birmingham,28,female
2318,less than high school,False,Birmingham,20,male
2319,less than high school,False,other,33,male
2320,Bachelor,False,other,47,female
2321,High School,False,London,45,female
2322,Bachelor,False,other,20,female
2323,Master,False,Birmingham,36,female
2325,High School,False,other,52,male
2327,less than high school,False,other,69,male
2328,Master,False,Birmingham,23,female
2330,High School,True,London,33,female
2331,Master,False,other,20,female
2332,Bachelor,True,Birmingham,23,female
2333,Master,True,Birmingham,73,male
2334,less than high school,False,Birmingham,25,male
2335,Bachelor,True,London,36,female
2337,less than high school,True,other,24,female
2340,less than high school,False,London,26,female
2342,less than high school,True,other,29,female
2343,Master,False,other,72,male
2347,High School,True,other,52,female
2348,High School,True,Birmingham,23,female
2350,less than high school,False,other,27,male
2351,less than high school,False,London,63,female
2353,Bachelor,True,Birmingham,24,male
2354,Master,True,other,34,male
2355,Master,True,other,64,female
2356,less than high school,False,Birmingham,25,female
2357,less than high school,True,Birmingham,24,male
2358,High School,True,London,22,female
2361,less than high school,True,Birmingham,63,female
2362,High School,True,other,24,female
2363,Master,True,Birmingham,20,female
2364,Bachelor,False,other,75,male
2367,High School,False,other,20,female
2368,High School,False,London,22,female
2369,Bachelor,False,London,24,female
2370,Bachelor,False,Birmingham,34,female
2371,Bachelor,True,Birmingham,74,male
2373,High School,False,Birmingham,21,female
2374,Bachelor,True,other,68,male
2376,less than high school,False,other,22,female
2377,Master,False,other,21,male
2382,Master,False,Birmingham,23,male
2383,High School,True,other,22,male
2384,less than high school,True,London,25,female
2386,less than high school,True,London,18,male
2389,High School,False,Birmingham,30,female
2390,less than high school,False,Birmingham,36,male
2391,Bachelor,False,other,30,female
2394,Master,True,Birmingham,21,female
2396,less than high school,False,Birmingham,21,female
2398,High School,False,other,27,male
2399,less than high school,False,Birmingham,24,female
2400,High School,False,Birmingham,31,female
2401,less than high school,True,Birmingham,62,male
2403,High School,False,other,37,male
2404,High School,False,other,21,female
2405,Bachelor,True,London,25,male
2406,less than high school,False,London,25,female
2411,High School,False,Birmingham,65,female
2413,less than high school,True,other,49,female
2415,Bachelor,False,other,29,male
2416,PhD,False,Birmingham,69,male
2417,Bachelor,False,other,32,female
2419,High School,True,other,19,female
2420,Master,False,other,21,female
2422,High School,False,other,24,male
2423,Bachelor,False,Birmingham,28,female
2424,less than high school,False,other,21,male
2426,High School,False,other,49,male
2427,Bachelor,False,Birmingham,24,male
2430,High School,False,other,29,male
2431,Master,True,London,33,female
2432,Bachelor,False,Birmingham,56,male
2433,PhD,False,Birmingham,64,male
2436,Bachelor,False,other,27,female
2438,High School,True,London,26,male
2439,Master,False,Birmingham,23,female
2440,less than high school,False,other,26,female
2441,Bachelor,True,Birmingham,61,male
2443,PhD,True,London,23,male
2445,less than high school,False,Birmingham,22,female
2448,High School,True,other,21,female
2450,less than high school,False,London,53,female
2451,less than high school,True,other,38,female
2453,less than high school,True,Birmingham,19,female
2454,Master,False,Birmingham,37,male
2455,less than high school,True,Birmingham,18,female
2456,Bachelor,False,other,57,female
2457,Master,True,other,37,male
2458,Bachelor,False,Birmingham,34,female
2460,less than high school,False,other,65,male
2461,Master,False,London,20,female
2464,Bachelor,False,Birmingham,21,female
2465,Bachelor,False,Birmingham,37,male
2468,High School,True,Birmingham,29,female
2471,Bachelor,False,London,23,male
2473,PhD,False,Birmingham,34,male
2474,Master,False,Birmingham,33,male
2475,Bachelor,False,Birmingham,20,male
2476,Bachelor,False,other,59,female
2477,Master,False,Birmingham,18,female
2479,Bachelor,True,other,27,male
2481,Master,False,Birmingham,25,male
2482,High School,False,other,30,female
2484,High School,False,other,30,male
2485,High School,True,London,69,female
2486,High School,False,other,22,male
2487,High School,False,other,21,male
2488,High School,False,Birmingham,24,female
2491,Master,False,other,37,female
2492,Bachelor,True,Birmingham,75,female
2493,High School,False,other,33,male
2496,Bachelor,False,other,32,male
2497,Bachelor,False,London,19,female
2498,Bachelor,False,Birmingham,31,female
2499,less than high school,False,other,20,male
2501,High School,False,London,22,female
2502,High School,True,other,18,female
2503,less than high school,True,Birmingham,19,female
2504,Master,False,Birmingham,20,female
2505,Bachelor,False,other,22,male
2506,High School,False,other,19,female
2510,Bachelor,False,Birmingham,36,female
2511,Bachelor,False,other,22,male
2514,less than high school,False,other,24,female
2516,Master,False,other,58,male
2517,High School,False,Birmingham,33,female
2519,less than high school,False,Birmingham,46,female
2524,Bachelor,False,other,24,female
2525,High School,False,other,23,male
2526,PhD,False,other,33,male
2530,less than high school,False,other,22,female
2531,less than high school,True,other,49,male
2532,less than high school,True,other,43,female
2536,less than high school,False,Birmingham,23,female
2537,less than high school,False,other,32,male
2538,High School,True,Birmingham,20,female
2539,less than high school,True,London,28,female
2540,less than high school,False,other,47,male
2542,Master,True,other,28,female
2544,PhD,False,London,33,male
2545,less than high school,False,other,22,female
2546,less than high school,False,other,29,female
2547,less than high school,True,Birmingham,22,female
2548,Bachelor,True,other,22,female
2549,Bachelor,False,other,25,female
2550,Bachelor,False,Birmingham,30,female
2554,High School,True,other,54,male
2556,High School,False,other,21,male
2558,High School,True,other,25,male
2559,Bachelor,False,London,29,female
2562,less than high school,False,Birmingham,46,male
2564,High School,False,Birmingham,33,female
2569,less than high school,False,other,21,female
2570,less than high school,False,other,73,female
2571,High School,True,Birmingham,25,female
2572,High School,False,other,41,female
2573,High School,False,London,39,female
2576,Bachelor,False,other,35,male
2577,High School,False,other,21,female
2579,Bachelor,False,Birmingham,23,male
2580,High School,True,other,19,female
2583,Bachelor,False,other,26,male
2585,Bachelor,True,Birmingham,43,female
2589,Bachelor,True,Birmingham,24,male
2590,Bachelor,False,Birmingham,44,female
2591,High School,False,Birmingham,24,male
2592,less than high school,True,other,60,male
2593,High School,False,other,66,female
2594,Master,False,Birmingham,20,female
2595,High School,True,Birmingham,59,female
2596,less than high school,False,other,45,female
2598,High School,True,other,39,female
2601,less than high school,True,London,67,male
2602,less than high school,False,Birmingham,28,female
2604,High School,True,other,21,male
2605,High School,False,other,52,male
2606,High School,True,other,69,male
2607,less than high school,False,Birmingham,19,female
2611,Bachelor,False,Birmingham,58,female
2612,High School,True,other,37,female
2613,High School,False,other,69,female
2614,Bachelor,False,other,24,male
2615,less than high school,True,Birmingham,65,male
2616,Bachelor,False,other,26,female
2617,High School,True,Birmingham,72,male
2619,Master,False,Birmingham,26,male
2628,High School,False,Birmingham,21,female
2629,High School,False,other,41,female
2631,less than high school,False,other,24,female
2632,High School,False,Birmingham,26,female
2633,less than high school,False,other,39,female
2636,less than high school,False,Birmingham,22,female
2638,Bachelor,False,other,25,female
2639,High School,False,London,21,female
2641,High School,False,Birmingham,26,female
2642,less than high school,False,Birmingham,20,male
2644,Master,False,other,22,male
2645,less than high school,False,Birmingham,24,female
2646,High School,False,other,65,male
2647,Bachelor,False,London,23,male
2648,Master,False,Birmingham,64,female
2649,Master,False,London,58,female
2650,less than high school,False,Birmingham,21,female
2652,Bachelor,False,other,54,male
2653,High School,True,London,21,female
2658,less than high school,True,other,24,female
2659,Bachelor,False,other,32,female
2661,PhD,False,other,42,female
2663,less than high school,False,Birmingham,73,male
2664,Master,False,Birmingham,57,female
2667,High School,False,Birmingham,20,male
2668,Bachelor,False,other,22,male
2671,Master,False,Birmingham,19,female
2672,Master,False,Birmingham,53,female
2673,Bachelor,False,other,20,female
2674,Bachelor,False,London,45,female
2675,less than high school,False,Birmingham,21,male
2676,High School,False,other,21,male
2677,Master,True,other,29,female
2678,less than high school,False,other,33,male
2680,less than high school,False,London,21,female
2681,less than high school,True,other,20,male
2682,less than high school,False,other,19,female
2683,Master,False,Birmingham,37,male
2685,High School,False,other,26,male
2686,PhD,True,other,33,female
2687,Bachelor,True,London,20,female
2688,Bachelor,False,other,61,female
2689,High School,False,other,73,male
2690,less than high school,True,Birmingham,67,female
2691,High School,False,London,31,female
2692,Bachelor,False,London,23,female
2693,less than high school,False,London,23,female
2694,Master,True,other,34,male
2695,High School,False,London,28,male
2696,High School,True,other,25,female
2697,PhD,False,London,26,female
2699,Bachelor,True,London,24,female
2700,Bachelor,False,Birmingham,44,female
2701,High School,False,London,21,female
2702,Master,False,other,23,male
2703,Bachelor,True,Birmingham,27,female
2704,High School,False,other,21,male
2705,High School,True,Birmingham,19,female
2706,High School,False,other,31,female
2707,High School,False,other,20,male
2708,Bachelor,False,Birmingham,53,male
2710,Master,False,other,72,male
2711,High School,False,Birmingham,23,female
2713,High School,False,other,20,female
2715,High School,False,Birmingham,58,male
2717,less than high school,False,other,34,female
2718,Master,True,other,58,female
2719,Bachelor,False,Birmingham,21,female
2720,High School,True,Birmingham,23,female
2722,Bachelor,False,other,54,female
2723,Bachelor,False,other,18,female
2724,Bachelor,False,other,29,male
2725,Master,True,other,29,female
2727,High School,False,other,59,female
2728,Master,False,London,25,female
2730,Master,False,other,52,male
2731,Bachelor,False,other,22,female
2732,High School,False,Birmingham,20,male
2735,less than high school,False,London,37,male
2736,High School,False,other,34,female
2737,High School,False,other,47,female
2738,Master,True,Birmingham,23,female
2739,Bachelor,False,Birmingham,28,female
2740,Bachelor,False,other,26,female
2742,Master,False,Birmingham,22,male
2743,High School,False,other,73,male
2746,Bachelor,False,Birmingham,26,male
2749,less than high school,False,Birmingham,27,male
2750,less than high school,False,other,24,female
2752,High School,False,Birmingham,21,female
2753,High School,True,Birmingham,37,female
2754,less than high school,False,London,20,female
2755,Bachelor,False,other,22,female
2756,Master,False,Birmingham,32,male
2758,High School,False,Birmingham,19,female
2759,less than high school,True,London,71,female
2760,Bachelor,False,other,26,male
2761,Bachelor,False,Birmingham,21,male
2762,less than high school,True,other,78,female
2763,Bachelor,False,London,57,female
2764,High School,False,London,60,male
2765,Master,True,London,18,female
2767,Master,False,other,29,male
2769,Bachelor,False,other,24,female
2773,less than high school,True,Birmingham,22,male
2774,less than high school,True,London,23,male
2775,Master,False,other,24,female
2776,PhD,False,other,71,male
2779,Bachelor,False,other,33,female
2780,Master,False,London,50,male
2782,Bachelor,False,other,26,male
2783,less than high school,False,Birmingham,22,female
2785,Bachelor,False,Birmingham,42,male
2786,Bachelor,True,other,21,male
2787,High School,True,other,29,female
2789,Bachelor,False,other,23,male
2790,less than high school,False,London,54,male
2791,Bachelor,False,Birmingham,29,male
2792,High School,True,other,30,male
2794,less than high school,True,other,56,female
2796,less than high school,False,London,19,female
2798,High School,False,other,58,female
2801,Bachelor,False,other,32,female
2802,High School,False,Birmingham,26,male
2803,High School,False,Birmingham,21,female
2806,less than high school,True,other,31,female
2807,less than high school,True,other,36,male
